millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
20189871,0xB,0x0,1,1,7,1,1,2380.000000,378.000000,166.000000,32.600
20189884,0xB,0x1,1,2,13,1,1,2210.000000,189.000000,83.000000,32.600
20189897,0xB,0x2,1,4,26,1,1,2210.000000,94.500000,41.500000,32.550
20189916,0xB,0x3,1,8,50,1,2,2125.000000,47.250000,41.500000,32.550
20189946,0xB,0x4,1,16,100,1,2,2125.000000,23.625000,20.750000,32.600
20189994,0xB,0x5,1,32,200,2,4,2125.000000,23.625000,20.750000,32.550
20190075,0xB,0x6,1,64,398,3,7,2114.375000,17.718750,18.156250,32.600
20190225,0xB,0x7,1,128,794,5,13,2109.062500,14.765625,16.859375,32.600
20190518,0xB,0x8,1,256,1588,10,25,2109.062500,14.765625,16.210938,32.600
20191092,0xB,0x9,1,512,3175,20,50,2108.398438,14.765625,16.210938,32.600
20192230,0xB,0xA,1,1024,6353,39,98,2109.394531,14.396484,15.886719,32.650
20194497,0xB,0xB,1,2048,12723,76,196,2112.216797,14.027344,15.886719,32.700
20199013,0xB,0xC,1,4096,25439,152,391,2111.635742,14.027344,15.846191,32.750
20208039,0xB,0xD,1,8192,50807,304,781,2108.688965,14.027344,15.825928,32.950
20226081,0xB,0xE,1,16384,65535,607,1562,1359.979248,14.004272,15.825928,33.200
20227094,0xA,0x0,2,1,13,1,1,2210.000000,189.000000,83.000000,33.600
20227108,0xA,0x1,2,2,26,1,2,2210.000000,94.500000,83.000000,33.800
20227121,0xA,0x2,2,4,51,1,2,2167.500000,47.250000,41.500000,33.700
20227140,0xA,0x3,2,8,100,2,3,2125.000000,47.250000,31.125000,33.700
20227170,0xA,0x4,2,16,200,2,4,2125.000000,23.625000,20.750000,33.700
20227217,0xA,0x5,2,32,399,3,7,2119.687500,17.718750,18.156250,33.700
20227299,0xA,0x6,2,64,798,6,14,2119.687500,17.718750,18.156250,33.700
20227449,0xA,0x7,2,128,1594,10,26,2117.031250,14.765625,16.859375,33.700
20227742,0xA,0x8,2,256,3188,20,50,2117.031250,14.765625,16.210938,33.700
20228315,0xA,0x9,2,512,6376,39,99,2117.031250,14.396484,16.048828,33.700
20229453,0xA,0xA,2,1024,12750,77,197,2116.699219,14.211914,15.967773,33.700
20231716,0xA,0xB,2,2048,25497,153,393,2116.450195,14.119629,15.927246,33.700
20236233,0xA,0xC,2,4096,50996,306,786,2116.533203,14.119629,15.927246,33.750
20245259,0xA,0xD,2,8192,65535,610,1570,1359.979248,14.073486,15.906982,33.850
20263301,0xA,0xE,2,16384,65535,1220,3139,679.989624,14.073486,15.901916,34.000
20264314,0x9,0x0,4,1,26,1,2,2210.000000,94.500000,83.000000,34.400
20264327,0x9,0x1,4,2,51,2,3,2167.500000,94.500000,62.250000,34.300
20264340,0x9,0x2,4,4,101,2,4,2146.250000,47.250000,41.500000,34.300
20264359,0x9,0x3,4,8,201,3,5,2135.625000,35.437500,25.937500,34.300
20264390,0x9,0x4,4,16,401,4,8,2130.312500,23.625000,20.750000,34.300
20264437,0x9,0x5,4,32,800,6,14,2125.000000,17.718750,18.156250,34.300
20264519,0x9,0x6,4,64,1599,11,27,2123.672119,16.242188,17.507813,34.300
20264669,0x9,0x7,4,128,3197,20,51,2123.007813,14.765625,16.535156,34.300
20264962,0x9,0x8,4,256,6393,39,100,2122.675781,14.396484,16.210938,34.300
20265534,0x9,0x9,4,512,12787,78,199,2122.841797,14.396484,16.129883,34.350
20266672,0x9,0xA,4,1024,25573,154,395,2122.758789,14.211914,16.008301,34.350
20268932,0x9,0xB,4,2048,51143,306,789,2122.634277,14.119629,15.988037,34.350
20273448,0x9,0xC,4,4096,65535,611,1575,1359.979248,14.096558,15.957642,34.350
20282464,0x9,0xD,4,8192,65535,1220,3148,679.989624,14.073486,15.947510,34.400
20300492,0x9,0xE,4,16384,65535,2439,6294,339.994812,14.067719,15.942443,34.500
20301506,0x8,0x0,8,1,52,2,4,2210.000000,94.500000,83.000000,34.800
20301519,0x8,0x1,8,2,102,3,5,2167.500000,70.875000,51.875000,34.800
20301532,0x8,0x2,8,4,203,3,7,2156.875000,35.437500,36.312500,34.700
20301551,0x8,0x3,8,8,403,5,10,2140.937500,29.531250,25.937500,34.700
20301581,0x8,0x4,8,16,804,7,15,2135.625000,20.671875,19.453125,34.750
20301629,0x8,0x5,8,32,1607,12,28,2134.297119,17.718750,18.156250,34.700
20301710,0x8,0x6,8,64,3211,21,53,2132.304688,15.503906,17.183594,34.700
20301860,0x8,0x7,8,128,6421,40,102,2131.972656,14.765625,16.535156,34.750
20302152,0x8,0x8,8,256,12841,79,201,2131.806641,14.581055,16.291992,34.700
20302725,0x8,0x9,8,512,25681,155,399,2131.723633,14.304199,16.170410,34.750
20303863,0x8,0xA,8,1024,51361,308,793,2131.682129,14.211914,16.069092,34.800
20306123,0x8,0xB,8,2048,65535,615,1584,1359.979248,14.188843,16.048828,34.750
20310639,0x8,0xC,8,4096,65535,1226,3163,679.989624,14.142700,16.023499,34.800
20319659,0x8,0xD,8,8192,65535,2451,6324,339.994812,14.136932,16.018433,34.850
20337687,0x8,0xE,8,16384,65535,4901,12645,169.997406,14.134048,16.014633,34.900
20338700,0x7,0x0,16,1,104,4,7,2210.000000,94.500000,72.625000,35.000
