millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
22874236,0xB,0x0,1,1,19,1,1,6460.000000,378.000000,166.000000,52.000
22874250,0xB,0x1,1,2,38,1,1,6460.000000,189.000000,83.000000,52.100
22874263,0xB,0x2,1,4,74,1,2,6290.000000,94.500000,83.000000,52.000
22874281,0xB,0x3,1,8,148,2,3,6290.000000,94.500000,62.250000,52.000
22874312,0xB,0x4,1,16,295,2,5,6268.750000,47.250000,51.875000,52.050
22874359,0xB,0x5,1,32,590,4,9,6268.750000,47.250000,46.687500,52.050
22874441,0xB,0x6,1,64,1180,8,17,6268.750000,47.250000,44.093750,52.050
22874591,0xB,0x7,1,128,2359,15,34,6266.094238,44.296875,44.093750,52.050
22874884,0xB,0x8,1,256,4714,29,67,6260.780762,42.820313,43.445313,52.050
22875457,0xB,0x9,1,512,9424,57,133,6258.125000,42.082031,43.121094,52.100
22876594,0xB,0xA,1,1024,18837,114,265,6254.472656,42.082031,42.958984,52.150
22878858,0xB,0xB,1,2048,37658,226,529,6251.816406,41.712891,42.877930,52.200
22883365,0xB,0xC,1,4096,65535,452,1058,5439.916992,41.712891,42.877930,52.250
22892375,0xB,0xD,1,8192,65535,903,2115,2719.958496,41.666752,42.857662,52.250
22910380,0xB,0xE,1,16384,65535,1805,4229,1359.979248,41.643677,42.847534,52.400
22911394,0xA,0x0,2,1,38,1,2,6460.000000,189.000000,166.000000,52.800
22911407,0xA,0x1,2,2,75,1,2,6375.000000,94.500000,83.000000,52.800
22911420,0xA,0x2,2,4,148,2,3,6290.000000,94.500000,62.250000,52.700
22911439,0xA,0x3,2,8,296,3,5,6290.000000,70.875000,51.875000,52.700
22911469,0xA,0x4,2,16,591,4,9,6279.375000,47.250000,46.687500,52.650
22911516,0xA,0x5,2,32,1181,8,18,6274.062500,47.250000,46.687500,52.700
22911599,0xA,0x6,2,64,2360,15,34,6268.750000,44.296875,44.093750,52.650
22911749,0xA,0x7,2,128,4721,29,68,6270.078125,42.820313,44.093750,52.650
22912041,0xA,0x8,2,256,9441,58,134,6269.414063,42.820313,43.445313,52.700
22912614,0xA,0x9,2,512,18879,114,267,6268.417969,42.082031,43.283203,52.650
22913748,0xA,0xA,2,1024,37755,228,532,6267.919922,42.082031,43.121094,52.650
22916007,0xA,0xB,2,2048,65535,454,1063,5439.916992,41.897461,43.080566,52.600
22920516,0xA,0xC,2,4096,65535,907,2125,2719.958496,41.851322,43.060307,52.750
22929526,0xA,0xD,2,8192,65535,1814,4249,1359.979248,41.851322,43.050171,52.850
22947531,0xA,0xE,2,16384,65535,3626,8496,679.989624,41.828247,43.040039,53.000
22948544,0x9,0x0,4,1,75,2,3,6375.000000,189.000000,124.500000,53.200
22948558,0x9,0x1,4,2,149,2,4,6332.500000,94.500000,83.000000,53.100
22948571,0x9,0x2,4,4,297,3,6,6311.250000,70.875000,62.250000,53.250
22948590,0x9,0x3,4,8,592,5,10,6290.000000,59.062500,51.875000,53.150
22948620,0x9,0x4,4,16,1182,8,18,6279.375000,47.250000,46.687500,53.250
22948667,0x9,0x5,4,32,2364,15,35,6279.375000,44.296875,45.390625,53.150
22948749,0x9,0x6,4,64,4726,30,68,6276.719238,44.296875,44.093750,53.250
22948899,0x9,0x7,4,128,9451,58,135,6276.054688,42.820313,43.769531,53.200
22949192,0x9,0x8,4,256,18900,114,268,6275.390625,42.082031,43.445313,53.200
22949764,0x9,0x9,4,512,37797,228,534,6274.892578,42.082031,43.283203,53.150
22950896,0x9,0xA,4,1024,65535,454,1066,5439.916992,41.897461,43.202148,53.250
22953153,0x9,0xB,4,2048,65535,907,2130,2719.958496,41.851322,43.161621,53.250
22957656,0x9,0xC,4,4096,65535,1813,4258,1359.979248,41.828247,43.141361,53.400
22966657,0x9,0xD,4,8192,65535,3624,8514,679.989624,41.805176,43.131226,53.550
22984647,0x9,0xE,4,16384,65535,7246,17023,339.994812,41.793640,43.118561,53.450
22985661,0x8,0x0,8,1,150,3,5,6375.000000,141.750000,103.750000,53.600
22985674,0x8,0x1,8,2,299,4,8,6353.750000,94.500000,83.000000,53.600
22985687,0x8,0x2,8,4,595,6,12,6321.875000,70.875000,62.250000,53.600
22985706,0x8,0x3,8,8,1188,9,20,6311.250000,53.156250,51.875000,53.600
22985736,0x8,0x4,8,16,2373,16,36,6303.280762,47.250000,46.687500,53.550
22985784,0x8,0x5,8,32,4744,30,70,6300.625000,44.296875,45.390625,53.600
22985866,0x8,0x6,8,64,9485,59,137,6298.632813,43.558594,44.417969,53.600
22986016,0x8,0x7,8,128,18968,116,271,6297.969238,42.820313,43.931641,53.550
22986309,0x8,0x8,8,256,37933,229,538,6297.470703,42.266602,43.607422,53.550
22986882,0x8,0x9,8,512,65535,457,1072,5439.916992,42.174316,43.445313,53.600
22988019,0x8,0xA,8,1024,65535,911,2139,2719.958496,42.035892,43.343990,53.550
22990274,0x8,0xB,8,2048,65535,1821,4277,1359.979248,42.012817,43.333862,53.500
22994780,0x8,0xC,8,4096,65535,3640,8551,679.989624,41.989746,43.318665,53.450
23003784,0x8,0xD,8,8192,65535,7278,17099,339.994812,41.978210,43.311066,53.700
23021773,0x8,0xE,8,16384,65535,14554,34193,169.997406,41.972443,43.304733,53.900
23022787,0x7,0x0,16,1,299,5,10,6353.750000,118.125000,103.750000,54.000
23022800,0x7,0x1,16,2,596,7,15,6332.500000,82.687500,77.812500,53.900
23022813,0x7,0x2,16,4,1187,11,23,6305.937500,64.968750,59.656250,53.850
23022832,0x7,0x3,16,8,2370,18,40,6295.312500,53.156250,51.875000,53.850
23022863,0x7,0x4,16,16,4732,31,71,6284.687500,45.773438,46.039063,53.950
23022911,0x7,0x5,16,32,9466,60,139,6286.015625,44.296875,45.066406,53.900
23022993,0x7,0x6,16,64,18931,117,273,6285.683594,43.189453,44.255859,53.900
23023143,0x7,0x7,16,128,37860,231,540,6285.351563,42.635742,43.769531,53.900
