millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
25556878,0xB,0x0,1,1,3,1,1,1020.000000,378.000000,166.000000,30.000
25556892,0xB,0x1,1,2,5,1,1,850.000000,189.000000,83.000000,30.100
25556905,0xB,0x2,1,4,9,1,1,765.000000,94.500000,41.500000,29.950
25556923,0xB,0x3,1,8,19,1,1,807.500000,47.250000,20.750000,29.950
25556954,0xB,0x4,1,16,37,1,2,786.250000,23.625000,20.750000,30.000
25557001,0xB,0x5,1,32,74,1,2,786.250000,11.812500,10.375000,30.000
25557083,0xB,0x6,1,64,147,2,4,780.937500,11.812500,10.375000,30.000
25557233,0xB,0x7,1,128,294,3,6,780.937500,8.859375,7.781250,30.050
25557526,0xB,0x8,1,256,588,5,12,780.937500,7.382813,7.781250,30.000
25558099,0xB,0x9,1,512,1174,9,23,779.609375,6.644531,7.457031,30.000
25559237,0xB,0xA,1,1024,2349,17,46,779.941345,6.275391,7.457031,30.050
25561502,0xB,0xB,1,2048,4699,34,91,780.107422,6.275391,7.375977,30.100
25566019,0xB,0xC,1,4096,9399,67,180,780.190430,6.183105,7.294922,30.150
25575045,0xB,0xD,1,8192,18797,133,360,780.148926,6.136963,7.294922,30.250
25593091,0xB,0xE,1,16384,37606,265,719,780.397949,6.113892,7.284790,30.350
25594104,0xA,0x0,2,1,5,1,1,850.000000,189.000000,83.000000,30.600
25594117,0xA,0x1,2,2,10,1,1,850.000000,94.500000,41.500000,30.600
25594130,0xA,0x2,2,4,19,1,2,807.500000,47.250000,41.500000,30.550
25594148,0xA,0x3,2,8,38,1,2,807.500000,23.625000,20.750000,30.600
25594178,0xA,0x4,2,16,75,1,3,796.875000,11.812500,15.562500,30.600
25594226,0xA,0x5,2,32,148,2,4,786.250000,11.812500,10.375000,30.550
25594308,0xA,0x6,2,64,296,3,7,786.250000,8.859375,9.078125,30.600
25594458,0xA,0x7,2,128,591,5,13,784.921875,7.382813,8.429688,30.600
25594751,0xA,0x8,2,256,1182,9,24,784.921875,6.644531,7.781250,30.550
25595323,0xA,0x9,2,512,2362,18,46,784.257813,6.644531,7.457031,30.550
25596459,0xA,0xA,2,1024,4724,34,91,784.257813,6.275391,7.375977,30.600
25598727,0xA,0xB,2,2048,9446,67,182,784.091797,6.183105,7.375977,30.600
25603249,0xA,0xC,2,4096,18896,134,362,784.257813,6.183105,7.335449,30.650
25612276,0xA,0xD,2,8192,37797,267,723,784.361572,6.160034,7.325317,30.750
25630316,0xA,0xE,2,16384,65535,532,1445,679.989624,6.136963,7.320251,30.800
25631329,0x9,0x0,4,1,10,1,2,850.000000,94.500000,83.000000,31.200
25631342,0x9,0x1,4,2,20,1,2,850.000000,47.250000,41.500000,30.900
25631356,0x9,0x2,4,4,38,2,3,807.500000,47.250000,31.125000,30.900
25631375,0x9,0x3,4,8,75,2,3,796.875000,23.625000,15.562500,30.950
25631405,0x9,0x4,4,16,149,2,5,791.562500,11.812500,12.968750,30.900
25631452,0x9,0x5,4,32,297,3,8,788.906250,8.859375,10.375000,30.850
25631533,0x9,0x6,4,64,594,5,13,788.906250,7.382813,8.429688,30.900
25631683,0x9,0x7,4,128,1186,10,25,787.578125,7.382813,8.105469,30.900
25631976,0x9,0x8,4,256,2372,18,47,787.578125,6.644531,7.619141,30.850
25632549,0x9,0x9,4,512,4742,35,92,787.246155,6.459961,7.457031,30.900
25633686,0x9,0xA,4,1024,9479,68,183,786.831055,6.275391,7.416504,30.900
25635948,0x9,0xB,4,2048,18959,134,364,786.872559,6.183105,7.375977,30.900
25640465,0x9,0xC,4,4096,37928,267,725,787.080078,6.160034,7.345581,30.900
25649485,0x9,0xD,4,8192,65535,533,1449,679.989624,6.148499,7.340515,30.950
25667526,0x9,0xE,4,16384,65535,1064,2896,339.994812,6.136963,7.335449,30.950
25668539,0x8,0x0,8,1,20,2,3,850.000000,94.500000,62.250000,31.200
25668552,0x8,0x1,8,2,39,2,4,828.750000,47.250000,41.500000,31.100
25668565,0x8,0x2,8,4,77,3,5,818.125000,35.437500,25.937500,31.000
25668584,0x8,0x3,8,8,151,3,6,802.187500,17.718750,15.562500,31.050
25668615,0x8,0x4,8,16,300,4,9,796.875000,11.812500,11.671875,31.000
25668662,0x8,0x5,8,32,597,6,15,792.890625,8.859375,9.726563,31.050
25668743,0x8,0x6,8,64,1193,10,26,792.226563,7.382813,8.429688,31.000
25668893,0x8,0x7,8,128,2384,19,49,791.562500,7.013672,7.943359,31.000
25669186,0x8,0x8,8,256,4765,35,94,791.064453,6.459961,7.619141,31.050
25669759,0x8,0x9,8,512,9528,69,185,790.898438,6.367676,7.497559,31.000
25670898,0x8,0xA,8,1024,19059,136,367,791.022949,6.275391,7.436768,31.050
25673161,0x8,0xB,8,2048,38110,269,730,790.856934,6.206177,7.396240,31.050
25677680,0x8,0xC,8,4096,65535,536,1456,679.989624,6.183105,7.375977,31.050
25686704,0x8,0xD,8,8192,65535,1069,2909,339.994812,6.165802,7.368378,31.050
25704749,0x8,0xE,8,16384,65535,2136,5815,169.997406,6.160034,7.364578,31.100
25705763,0x7,0x0,16,1,40,3,6,850.000000,70.875000,62.250000,31.200
25705775,0x7,0x1,16,2,78,4,8,828.750000,47.250000,41.500000,31.100
25705788,0x7,0x2,16,4,153,5,9,812.812500,29.531250,23.343750,31.100
25705807,0x7,0x3,16,8,302,6,12,802.187500,17.718750,15.562500,31.150
25705837,0x7,0x4,16,16,599,8,17,795.546875,11.812500,11.023438,31.050
25705885,0x7,0x5,16,32,1195,12,29,793.554688,8.859375,9.402344,31.150
25705966,0x7,0x6,16,64,2387,20,52,792.558655,7.382813,8.429688,31.100
25706116,0x7,0x7,16,128,4770,37,97,791.894470,6.829102,7.862305,31.100
25706410,0x7,0x8,16,256,9536,70,188,791.562500,6.459961,7.619141,31.150
25706983,0x7,0x9,16,512,19073,137,370,791.604004,6.321533,7.497559,31.150
25708121,0x7,0xA,16,1024,38142,271,733,791.520996,6.252319,7.426636,31.100
25710387,0x7,0xB,16,2048,65535,538,1459,679.989624,6.206177,7.391174,31.150
25714905,0x7,0xC,16,4096,65535,1072,2912,339.994812,6.183105,7.375977,31.150
25723924,0x7,0xD,16,8192,65535,2140,5819,169.997406,6.171570,7.369644,31.150
25741949,0x7,0xE,16,16384,65535,4277,11631,84.998703,6.167244,7.365211,31.150
25742962,0x6,0x0,32,1,81,6,11,860.625000,70.875000,57.062500,31.200
25742975,0x6,0x1,32,2,156,8,15,828.750000,47.250000,38.906250,31.100
25742988,0x6,0x2,32,4,306,9,18,812.812500,26.578125,23.343750,31.150
25743007,0x6,0x3,32,8,606,11,24,804.843750,16.242188,15.562500,31.150
25743038,0x6,0x4,32,16,1204,15,34,799.531250,11.074219,11.023438,31.200
25743085,0x6,0x5,32,32,2402,23,57,797.539063,8.490234,9.240234,31.150
25743167,0x6,0x6,32,64,4798,40,103,796.543030,7.382813,8.348633,31.150
25743317,0x6,0x7,32,128,9590,74,195,796.044922,6.829102,7.902832,31.150
25743610,0x6,0x8,32,256,19176,141,377,795.878845,6.506104,7.639404,31.150
25744182,0x6,0x9,32,512,38347,275,742,795.775146,6.344604,7.517822,31.150
25745320,0x6,0xA,32,1024,65535,543,1471,679.989624,6.263855,7.451965,31.150
25747583,0x6,0xB,32,2048,65535,1080,2931,339.994812,6.229248,7.424102,31.150
25752099,0x6,0xC,32,4096,65535,2152,5848,169.997406,6.206177,7.406372,31.150
25761117,0x6,0xD,32,8192,65535,4298,11687,84.998703,6.197525,7.400673,31.150
25779142,0x6,0xE,32,16384,65535,8589,23363,42.499352,6.192478,7.397190,31.200
25780156,0x5,0x0,64,1,161,12,22,855.312500,70.875000,57.062500,31.200
25780169,0x5,0x1,64,2,314,15,29,834.062500,44.296875,37.609375,31.100
25780182,0x5,0x2,64,4,615,18,36,816.796875,26.578125,23.343750,31.100
25780201,0x5,0x3,64,8,1217,22,47,808.164063,16.242188,15.238281,31.200
25780231,0x5,0x4,64,16,2418,29,67,802.851563,10.705078,10.861328,31.150
25780279,0x5,0x5,64,32,4826,46,113,801.191345,8.490234,9.159180,31.200
