millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
28242483,0xB,0x0,1,1,11,1,1,3740.000000,378.000000,166.000000,43.200
28242496,0xB,0x1,1,2,21,1,1,3570.000000,189.000000,83.000000,43.300
28242509,0xB,0x2,1,4,41,1,2,3485.000000,94.500000,83.000000,43.250
28242528,0xB,0x3,1,8,82,1,2,3485.000000,47.250000,41.500000,43.250
28242558,0xB,0x4,1,16,164,2,4,3485.000000,47.250000,41.500000,43.250
28242605,0xB,0x5,1,32,326,3,7,3463.750000,35.437500,36.312500,43.200
28242687,0xB,0x6,1,64,653,5,12,3469.062500,29.531250,31.125000,43.250
28242837,0xB,0x7,1,128,1304,10,24,3463.750000,29.531250,31.125000,43.300
28243130,0xB,0x8,1,256,2608,20,47,3463.750000,29.531250,30.476563,43.300
28243702,0xB,0x9,1,512,5216,39,93,3463.750000,28.792969,30.152344,43.350
28244839,0xB,0xA,1,1024,10424,77,185,3461.093750,28.423828,29.990234,43.300
28247103,0xB,0xB,1,2048,20838,153,368,3459.433594,28.239258,29.828125,43.350
28251614,0xB,0xC,1,4096,41650,305,736,3457.275391,28.146973,29.828125,43.400
28260628,0xB,0xD,1,8192,65535,609,1471,2719.958496,28.100830,29.807861,43.500
28278641,0xB,0xE,1,16384,65535,1217,2942,1359.979248,28.077757,29.807861,43.700
28279655,0xA,0x0,2,1,21,1,1,3570.000000,189.000000,83.000000,44.000
28279668,0xA,0x1,2,2,42,1,2,3570.000000,94.500000,83.000000,44.200
28279681,0xA,0x2,2,4,83,2,3,3527.500000,94.500000,62.250000,44.150
28279700,0xA,0x3,2,8,164,2,4,3485.000000,47.250000,41.500000,44.150
28279730,0xA,0x4,2,16,327,3,7,3474.375000,35.437500,36.312500,44.150
28279777,0xA,0x5,2,32,654,6,13,3474.375000,35.437500,33.718750,44.150
28279859,0xA,0x6,2,64,1307,10,24,3471.718750,29.531250,31.125000,44.150
28280009,0xA,0x7,2,128,2614,20,47,3471.718750,29.531250,30.476563,44.200
28280303,0xA,0x8,2,256,5227,39,94,3471.054688,28.792969,30.476563,44.200
28280876,0xA,0x9,2,512,10452,77,186,3470.390381,28.423828,30.152344,44.200
28282013,0xA,0xA,2,1024,20895,154,370,3468.896484,28.423828,29.990234,44.200
28284274,0xA,0xB,2,2048,41806,306,740,3470.224609,28.239258,29.990234,44.250
28288783,0xA,0xC,2,4096,65535,612,1479,2719.958496,28.239258,29.969971,44.200
28297798,0xA,0xD,2,8192,65535,1223,2956,1359.979248,28.216188,29.949707,44.350
28315815,0xA,0xE,2,16384,65535,2445,5911,679.989624,28.204651,29.944641,44.400
28316828,0x9,0x0,4,1,42,2,2,3570.000000,189.000000,83.000000,44.800
28316841,0x9,0x1,4,2,83,2,3,3527.500000,94.500000,62.250000,44.800
28316854,0x9,0x2,4,4,165,3,5,3506.250000,70.875000,51.875000,44.700
28316873,0x9,0x3,4,8,329,4,8,3495.625000,47.250000,41.500000,44.750
28316903,0x9,0x4,4,16,656,6,13,3485.000000,35.437500,33.718750,44.750
28316951,0x9,0x5,4,32,1311,11,25,3482.343750,32.484375,32.421875,44.750
28317032,0x9,0x6,4,64,2621,20,48,3481.015381,29.531250,31.125000,44.700
28317183,0x9,0x7,4,128,5238,40,95,3478.359619,29.531250,30.800781,44.750
28317475,0x9,0x8,4,256,10474,78,187,3477.695313,28.792969,30.314453,44.750
28318048,0x9,0x9,4,512,20940,154,372,3476.367188,28.423828,30.152344,44.800
28319186,0x9,0xA,4,1024,41912,307,742,3479.023438,28.331543,30.071289,44.700
28321448,0x9,0xB,4,2048,65535,612,1482,2719.958496,28.239258,30.030762,44.750
28325958,0x9,0xC,4,4096,65535,1223,2963,1359.979248,28.216188,30.020628,44.750
28334967,0x9,0xD,4,8192,65535,2444,5923,679.989624,28.193115,30.005432,44.750
28352971,0x9,0xE,4,16384,65535,4887,11846,339.994812,28.187347,30.005432,44.900
28353984,0x8,0x0,8,1,84,2,4,3570.000000,94.500000,83.000000,45.000
28353997,0x8,0x1,8,2,166,3,6,3527.500000,70.875000,62.250000,45.000
28354011,0x8,0x2,8,4,330,5,9,3506.250000,59.062500,46.687500,45.050
28354030,0x8,0x3,8,8,658,7,15,3495.625000,41.343750,38.906250,45.050
28354060,0x8,0x4,8,16,1314,11,26,3490.312500,32.484375,33.718750,45.000
28354107,0x8,0x5,8,32,2625,21,50,3486.327881,31.007813,32.421875,45.000
28354189,0x8,0x6,8,64,5250,40,96,3486.327881,29.531250,31.125000,45.000
28354339,0x8,0x7,8,128,10494,79,189,3484.335938,29.162109,30.638672,45.000
28354632,0x8,0x8,8,256,20997,155,375,3485.830078,28.608398,30.395508,45.000
