millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
19741970,0xB,0x0,1,1,5,1,1,1700.000000,378.000000,166.000000,30.200
19741984,0xB,0x1,1,2,9,1,1,1530.000000,189.000000,83.000000,30.300
19741997,0xB,0x2,1,4,17,1,1,1445.000000,94.500000,41.500000,30.250
19742015,0xB,0x3,1,8,33,1,1,1402.500000,47.250000,20.750000,30.300
19742046,0xB,0x4,1,16,65,1,2,1381.250000,23.625000,20.750000,30.300
19742093,0xB,0x5,1,32,129,1,3,1370.625000,11.812500,15.562500,30.250
19742175,0xB,0x6,1,64,257,2,5,1365.312500,11.812500,12.968750,30.300
19742325,0xB,0x7,1,128,514,4,9,1365.312500,11.812500,11.671875,30.300
19742619,0xB,0x8,1,256,1027,7,17,1363.984375,10.335938,11.023438,30.300
19743191,0xB,0x9,1,512,2053,13,34,1363.320190,9.597656,11.023438,30.350
19744327,0xB,0xA,1,1024,4105,26,67,1362.988281,9.597656,10.861328,30.400
19746596,0xB,0xB,1,2048,8207,51,133,1362.490234,9.413086,10.780273,30.400
19751111,0xB,0xC,1,4096,16416,100,266,1362.656250,9.228516,10.780273,30.500
19760137,0xB,0xD,1,8192,32835,200,531,1362.780762,9.228516,10.760010,30.650
19778187,0xB,0xE,1,16384,65535,400,1061,1359.979248,9.228516,10.749878,30.850
19779201,0xA,0x0,2,1,9,1,1,1530.000000,189.000000,83.000000,31.400
19779214,0xA,0x1,2,2,17,1,2,1445.000000,94.500000,83.000000,31.400
19779227,0xA,0x2,2,4,33,1,2,1402.500000,47.250000,41.500000,31.300
19779246,0xA,0x3,2,8,65,1,2,1381.250000,23.625000,20.750000,31.300
19779276,0xA,0x4,2,16,130,2,3,1381.250000,23.625000,15.562500,31.300
19779324,0xA,0x5,2,32,259,2,5,1375.937500,11.812500,12.968750,31.300
19779406,0xA,0x6,2,64,518,4,10,1375.937500,11.812500,12.968750,31.300
19779555,0xA,0x7,2,128,1034,7,18,1373.281250,10.335938,11.671875,31.250
19779848,0xA,0x8,2,256,2068,13,35,1373.281250,9.597656,11.347656,31.300
19780420,0xA,0x9,2,512,4133,26,68,1372.285156,9.597656,11.023438,31.250
19781558,0xA,0xA,2,1024,8266,51,134,1372.285156,9.413086,10.861328,31.250
19783826,0xA,0xB,2,2048,16532,101,267,1372.285156,9.320801,10.820801,31.300
19788349,0xA,0xC,2,4096,33065,201,533,1372.326660,9.274658,10.800537,31.350
19797379,0xA,0xD,2,8192,65535,402,1066,1359.979248,9.274658,10.800537,31.450
19815428,0xA,0xE,2,16384,65535,803,2131,679.989624,9.263124,10.795470,31.550
19816441,0x9,0x0,4,1,17,1,2,1445.000000,94.500000,83.000000,32.000
19816455,0x9,0x1,4,2,34,2,2,1445.000000,94.500000,41.500000,31.900
19816468,0x9,0x2,4,4,66,2,3,1402.500000,47.250000,31.125000,31.800
19816487,0x9,0x3,4,8,131,2,4,1391.875000,23.625000,20.750000,31.800
19816517,0x9,0x4,4,16,260,3,6,1381.250000,17.718750,15.562500,31.800
19816564,0x9,0x5,4,32,520,4,10,1381.250000,11.812500,12.968750,31.800
19816646,0x9,0x6,4,64,1038,8,19,1378.593750,11.812500,12.320313,31.800
19816796,0x9,0x7,4,128,2075,14,35,1377.929810,10.335938,11.347656,31.800
19817089,0x9,0x8,4,256,4149,26,69,1377.597656,9.597656,11.185547,31.800
19817661,0x9,0x9,4,512,8296,51,135,1377.265625,9.413086,10.942383,31.850
19818799,0x9,0xA,4,1024,16591,102,269,1377.182617,9.413086,10.901855,31.800
19821061,0x9,0xB,4,2048,33185,202,536,1377.307129,9.320801,10.861328,31.850
19825578,0x9,0xC,4,4096,65535,402,1070,1359.979248,9.274658,10.841064,31.850
19834605,0x9,0xD,4,8192,65535,804,2137,679.989624,9.274658,10.825868,31.900
19852633,0x9,0xE,4,16384,65535,1606,4273,339.994812,9.263124,10.823334,31.950
19853646,0x8,0x0,8,1,34,2,4,1445.000000,94.500000,83.000000,32.000
19853660,0x8,0x1,8,2,67,3,4,1423.750000,70.875000,41.500000,32.200
19853673,0x8,0x2,8,4,133,3,6,1413.125000,35.437500,31.125000,32.150
19853692,0x8,0x3,8,8,263,4,8,1397.187500,23.625000,20.750000,32.150
