millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
30030886,0xB,0x0,1,1,15,1,1,5100.000000,378.000000,166.000000,53.000
30030899,0xB,0x1,1,2,30,1,1,5100.000000,189.000000,83.000000,52.900
30030912,0xB,0x2,1,4,59,1,2,5015.000000,94.500000,83.000000,53.000
30030931,0xB,0x3,1,8,117,2,3,4972.500000,94.500000,62.250000,52.950
30030962,0xB,0x4,1,16,232,2,5,4930.000000,47.250000,51.875000,53.000
30031009,0xB,0x5,1,32,464,4,9,4930.000000,47.250000,46.687500,53.000
30031091,0xB,0x6,1,64,927,8,17,4924.687500,47.250000,44.093750,53.000
30031241,0xB,0x7,1,128,1852,15,34,4919.375000,44.296875,44.093750,52.950
30031534,0xB,0x8,1,256,3704,29,66,4919.375000,42.820313,42.796875,53.000
30032107,0xB,0x9,1,512,7403,57,132,4916.054688,42.082031,42.796875,53.050
30033240,0xB,0xA,1,1024,14804,113,262,4915.390625,41.712891,42.472656,53.050
30035498,0xB,0xB,1,2048,29606,225,524,4915.058594,41.528320,42.472656,53.100
30040008,0xB,0xC,1,4096,59195,449,1046,4913.647461,41.436035,42.391602,52.950
30049015,0xB,0xD,1,8192,65535,897,2091,2719.958496,41.389889,42.371334,53.100
30067021,0xB,0xE,1,16384,65535,1794,4182,1359.979248,41.389889,42.371334,53.350
30068034,0xA,0x0,2,1,30,1,2,5100.000000,189.000000,166.000000,53.600
30068047,0xA,0x1,2,2,59,1,2,5015.000000,94.500000,83.000000,53.700
30068061,0xA,0x2,2,4,117,2,3,4972.500000,94.500000,62.250000,53.600
30068079,0xA,0x3,2,8,233,3,5,4951.250000,70.875000,51.875000,53.650
30068110,0xA,0x4,2,16,465,4,9,4940.625000,47.250000,46.687500,53.650
30068157,0xA,0x5,2,32,929,8,18,4935.312500,47.250000,46.687500,53.600
30068239,0xA,0x6,2,64,1857,15,34,4932.655762,44.296875,44.093750,53.650
30068389,0xA,0x7,2,128,3716,29,67,4935.312500,42.820313,43.445313,53.600
30068683,0xA,0x8,2,256,7430,57,132,4933.984375,42.082031,42.796875,53.650
30069254,0xA,0x9,2,512,14862,113,264,4934.648438,41.712891,42.796875,53.650
30070392,0xA,0xA,2,1024,29717,226,526,4933.486328,41.712891,42.634766,53.700
30072654,0xA,0xB,2,2048,59462,451,1051,4935.810547,41.620605,42.594238,53.800
30077165,0xA,0xC,2,4096,65535,901,2101,2719.958496,41.574459,42.573978,53.650
30086172,0xA,0xD,2,8192,65535,1802,4201,1359.979248,41.574459,42.563843,53.700
30104175,0xA,0xE,2,16384,65535,3603,8401,679.989624,41.562927,42.558777,53.800
30105188,0x9,0x0,4,1,59,2,3,5015.000000,189.000000,124.500000,54.200
30105201,0x9,0x1,4,2,118,2,4,5015.000000,94.500000,83.000000,54.200
30105214,0x9,0x2,4,4,234,3,6,4972.500000,70.875000,62.250000,54.100
30105233,0x9,0x3,4,8,466,5,10,4951.250000,59.062500,51.875000,54.050
30105263,0x9,0x4,4,16,931,8,18,4945.937500,47.250000,46.687500,54.050
30105310,0x9,0x5,4,32,1862,15,35,4945.937500,44.296875,45.390625,54.100
30105392,0x9,0x6,4,64,3722,29,68,4943.280762,42.820313,44.093750,54.100
30105542,0x9,0x7,4,128,7443,58,134,4942.617188,42.820313,43.445313,54.100
30105834,0x9,0x8,4,256,14884,114,265,4941.953125,42.082031,42.958984,54.100
30106408,0x9,0x9,4,512,29765,226,528,4941.455078,41.712891,42.796875,54.100
30107540,0x9,0xA,4,1024,59538,451,1054,4942.119141,41.620605,42.715820,54.100
30109797,0x9,0xB,4,2048,65535,901,2106,2719.958496,41.574459,42.675293,54.100
30114303,0x9,0xC,4,4096,65535,1801,4210,1359.979248,41.551392,42.655033,54.100
30123302,0x9,0xD,4,8192,65535,3601,8417,679.989624,41.539856,42.639832,54.050
30141291,0x9,0xE,4,16384,65535,7199,16829,339.994812,41.522552,42.627167,54.050
30142305,0x8,0x0,8,1,119,3,5,5057.500000,141.750000,103.750000,53.800
30142318,0x8,0x1,8,2,236,4,8,5015.000000,94.500000,83.000000,53.700
30142331,0x8,0x2,8,4,469,6,12,4983.125000,70.875000,62.250000,53.650
30142350,0x8,0x3,8,8,936,9,20,4972.500000,53.156250,51.875000,53.650
30142380,0x8,0x4,8,16,1871,16,36,4969.844238,47.250000,46.687500,53.650
30142428,0x8,0x5,8,32,3738,30,69,4964.530762,44.296875,44.742188,53.700
30142509,0x8,0x6,8,64,7477,59,136,4965.195313,43.558594,44.093750,53.650
30142660,0x8,0x7,8,128,14947,115,268,4962.871094,42.451172,43.445313,53.700
30142953,0x8,0x8,8,256,29892,228,531,4962.539063,42.082031,43.040039,53.650
30143526,0x8,0x9,8,512,59771,454,1060,4961.459961,41.897461,42.958984,53.650
30144658,0x8,0xA,8,1024,65535,906,2116,2719.958496,41.805176,42.877930,53.700
30146915,0x8,0xB,8,2048,65535,1809,4229,1359.979248,41.735962,42.847534,53.650
30151418,0x8,0xC,8,4096,65535,3617,8454,679.989624,41.724426,42.827271,53.750
30160417,0x8,0xD,8,8192,65535,7231,16905,339.994812,41.707123,42.819672,53.900
30178400,0x8,0xE,8,16384,65535,14461,33808,169.997406,41.704239,42.817142,53.950
30179413,0x7,0x0,16,1,236,5,9,5015.000000,118.125000,93.375000,54.200
30179427,0x7,0x1,16,2,470,7,14,4993.750000,82.687500,72.625000,54.100
30179440,0x7,0x2,16,4,936,11,23,4972.500000,64.968750,59.656250,54.150
30179459,0x7,0x3,16,8,1869,18,39,4964.530762,53.156250,50.578125,54.150
30179489,0x7,0x4,16,16,3734,31,71,4959.219238,45.773438,46.039063,54.150
30179536,0x7,0x5,16,32,7464,60,138,4956.562500,44.296875,44.742188,54.150
30179618,0x7,0x6,16,64,14923,117,270,4954.902344,43.189453,43.769531,54.150
30179768,0x7,0x7,16,128,29844,230,534,4954.570313,42.451172,43.283203,54.100
30180060,0x7,0x8,16,256,59682,456,1062,4954.072266,42.082031,43.040039,54.150
30180633,0x7,0x9,16,512,65535,908,2118,2719.958496,41.897461,42.918457,54.050
30181765,0x7,0xA,16,1024,65535,1812,4229,1359.979248,41.805176,42.847534,54.100
30184021,0x7,0xB,16,2048,65535,3619,8452,679.989624,41.747498,42.817142,54.150
30188526,0x7,0xC,16,4096,65535,7234,16897,339.994812,41.724426,42.799408,54.100
30197519,0x7,0xD,16,8192,65535,14463,33784,169.997406,41.710007,42.786743,54.200
30215500,0x7,0xE,16,16384,65535,28923,65535,84.998703,41.705681,41.499367,53.950
30216514,0x6,0x0,32,1,474,9,18,5036.250000,106.312500,93.375000,54.600
30216527,0x6,0x1,32,2,943,14,28,5009.687500,82.687500,72.625000,54.400
30216540,0x6,0x2,32,4,1880,21,46,4993.750000,62.015625,59.656250,54.400
30216559,0x6,0x3,32,8,3752,36,79,4983.125000,53.156250,51.226563,54.350
30216589,0x6,0x4,32,16,7495,62,143,4977.148438,45.773438,46.363281,54.350
30216637,0x6,0x5,32,32,14985,120,276,4975.488281,44.296875,44.742188,54.350
30216718,0x6,0x6,32,64,29965,234,542,4974.658203,43.189453,43.931641,54.350
30216869,0x6,0x7,32,128,59920,461,1073,4973.828125,42.543457,43.485840,54.350
30217162,0x6,0x8,32,256,65535,914,2132,2719.958496,42.174316,43.202148,54.300
30217736,0x6,0x9,32,512,65535,1822,4252,1359.979248,42.035892,43.080566,54.350
30218867,0x6,0xA,32,1024,65535,3638,8494,679.989624,41.966675,43.029907,54.350
30221124,0x6,0xB,32,2048,65535,7268,16975,339.994812,41.920532,42.996979,54.300
30225627,0x6,0xC,32,4096,65535,14528,33937,169.997406,41.897461,42.980515,54.150
30234625,0x6,0xD,32,8192,65535,29048,65535,84.998703,41.885925,41.499367,54.100
30252606,0x6,0xE,32,16384,65535,58084,65535,42.499352,41.877274,20.749683,54.250
30253619,0x5,0x0,64,1,950,18,36,5046.875000,106.312500,93.375000,53.800
30253632,0x5,0x1,64,2,1890,28,57,5020.312500,82.687500,73.921875,53.800
30253646,0x5,0x2,64,4,3767,42,92,5003.046875,62.015625,59.656250,53.850
30253665,0x5,0x3,64,8,7519,71,157,4993.085938,52.417969,50.902344,53.850
30253695,0x5,0x4,64,16,15021,125,286,4987.441406,46.142578,46.363281,53.900
30253742,0x5,0x5,64,32,30034,240,554,4986.113281,44.296875,44.904297,53.850
30253824,0x5,0x6,64,64,60052,469,1088,4984.785156,43.281738,44.093750,53.850
30253974,0x5,0x7,64,128,65535,925,2154,2719.958496,42.681881,43.647949,53.850
30254267,0x5,0x8,64,256,65535,1835,4281,1359.979248,42.335815,43.374390,53.850
30254840,0x5,0x9,64,512,65535,3658,8543,679.989624,42.197388,43.278137,53.850
30255972,0x5,0xA,64,1024,65535,7302,17061,339.994812,42.116638,43.214813,53.800
30258228,0x5,0xB,64,2048,65535,14591,34097,169.997406,42.079147,43.183151,53.800
30262729,0x5,0xC,64,4096,65535,29170,65535,84.998703,42.061844,41.499367,53.900
30271723,0x5,0xD,64,8192,65535,58333,65535,42.499352,42.056797,20.749683,54.150
30289701,0x5,0xE,64,16384,65535,65535,65535,21.249676,23.624640,10.374842,54.150
30290715,0x4,0x0,128,1,1023,36,74,2717.343750,106.312500,95.968750,54.000
30290728,0x4,0x1,128,2,2047,56,116,2718.672119,82.687500,75.218750,54.100
30290741,0x4,0x2,128,4,4095,86,186,2719.335938,63.492188,60.304688,54.100
30290760,0x4,0x3,128,8,8191,142,318,2719.667969,52.417969,51.550781,54.100
