millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
25108946,0xB,0x0,1,1,2,1,1,680.000000,378.000000,166.000000,31.200
25108959,0xB,0x1,1,2,3,1,1,510.000000,189.000000,83.000000,31.200
25108972,0xB,0x2,1,4,5,1,1,425.000000,94.500000,41.500000,31.200
25108991,0xB,0x3,1,8,10,1,1,425.000000,47.250000,20.750000,31.200
25109021,0xB,0x4,1,16,19,1,1,403.750000,23.625000,10.375000,31.200
25109068,0xB,0x5,1,32,38,1,2,403.750000,11.812500,10.375000,31.200
25109150,0xB,0x6,1,64,72,1,2,382.500000,5.906250,5.187500,31.200
25109300,0xB,0x7,1,128,143,2,4,379.843750,5.906250,5.187500,31.200
25109592,0xB,0x8,1,256,287,3,7,381.171875,4.429688,4.539063,31.200
25110169,0xB,0x9,1,512,576,5,13,382.500000,3.691406,4.214844,31.200
25111307,0xB,0xA,1,1024,1159,9,24,384.824219,3.322266,3.890625,31.250
25113573,0xB,0xB,1,2048,2322,18,48,385.488281,3.322266,3.890625,31.300
25118095,0xB,0xC,1,4096,4655,34,96,386.401367,3.137695,3.890625,31.300
25127123,0xB,0xD,1,8192,9322,68,191,386.899414,3.137695,3.870361,31.400
25145175,0xB,0xE,1,16384,18665,136,380,387.335205,3.137695,3.850098,31.450
25146188,0xA,0x0,2,1,3,1,1,510.000000,189.000000,83.000000,31.800
25146201,0xA,0x1,2,2,5,1,1,425.000000,94.500000,41.500000,31.600
25146214,0xA,0x2,2,4,10,1,1,425.000000,47.250000,20.750000,31.600
25146233,0xA,0x3,2,8,19,1,2,403.750000,23.625000,20.750000,31.600
25146263,0xA,0x4,2,16,37,1,2,393.125000,11.812500,10.375000,31.600
25146311,0xA,0x5,2,32,74,1,3,393.125000,5.906250,7.781250,31.600
25146392,0xA,0x6,2,64,147,2,4,390.468750,5.906250,5.187500,31.550
25146543,0xA,0x7,2,128,294,3,7,390.468750,4.429688,4.539063,31.550
25146836,0xA,0x8,2,256,587,5,13,389.804688,3.691406,4.214844,31.600
25147408,0xA,0x9,2,512,1173,9,25,389.472656,3.322266,4.052734,31.550
25148545,0xA,0xA,2,1024,2344,18,49,389.140625,3.322266,3.971680,31.550
25150811,0xA,0xB,2,2048,4692,35,97,389.472656,3.229980,3.931152,31.550
25155328,0xA,0xC,2,4096,9387,69,192,389.597168,3.183838,3.890625,31.550
25164353,0xA,0xD,2,8192,18775,136,382,389.617920,3.137695,3.870361,31.600
25182400,0xA,0xE,2,16384,37579,272,763,389.918823,3.137695,3.865295,31.650
25183413,0x9,0x0,4,1,6,1,2,510.000000,94.500000,83.000000,31.600
25183426,0x9,0x1,4,2,10,1,2,425.000000,47.250000,41.500000,31.600
25183439,0x9,0x2,4,4,20,1,2,425.000000,23.625000,20.750000,31.600
25183458,0x9,0x3,4,8,38,2,3,403.750000,23.625000,15.562500,31.600
25183488,0x9,0x4,4,16,75,2,3,398.437500,11.812500,7.781250,31.600
25183536,0x9,0x5,4,32,148,2,5,393.125000,5.906250,6.484375,31.550
25183618,0x9,0x6,4,64,296,3,8,393.125000,4.429688,5.187500,31.550
25183768,0x9,0x7,4,128,590,6,14,391.796875,4.429688,4.539063,31.600
25184061,0x9,0x8,4,256,1179,10,26,391.464844,3.691406,4.214844,31.600
25184634,0x9,0x9,4,512,2356,18,50,391.132813,3.322266,4.052734,31.600
25185773,0x9,0xA,4,1024,4712,35,97,391.132813,3.229980,3.931152,31.600
25188036,0x9,0xB,4,2048,9429,69,193,391.340332,3.183838,3.910889,31.550
25192550,0x9,0xC,4,4096,18871,137,384,391.610107,3.160767,3.890625,31.550
25201575,0x9,0xD,4,8192,37743,272,765,391.620483,3.137695,3.875427,31.550
25219604,0x9,0xE,4,16384,65535,542,1528,339.994812,3.126160,3.870361,31.550
25220617,0x8,0x0,8,1,11,2,3,467.500000,94.500000,62.250000,31.400
25220630,0x8,0x1,8,2,21,2,4,446.250000,47.250000,41.500000,31.500
25220643,0x8,0x2,8,4,39,2,4,414.375000,23.625000,20.750000,31.500
25220662,0x8,0x3,8,8,76,3,5,403.750000,17.718750,12.968750,31.500
25220692,0x8,0x4,8,16,150,3,6,398.437500,8.859375,7.781250,31.450
25220740,0x8,0x5,8,32,298,4,9,395.781250,5.906250,5.835938,31.500
25220821,0x8,0x6,8,64,594,6,15,394.453125,4.429688,4.863281,31.450
25220972,0x8,0x7,8,128,1186,11,27,393.789063,4.060547,4.376953,31.500
25221264,0x8,0x8,8,256,2369,19,51,393.290985,3.506836,4.133789,31.450
25221836,0x8,0x9,8,512,4738,36,99,393.290985,3.322266,4.012207,31.500
25222973,0x8,0xA,8,1024,9476,70,195,393.290985,3.229980,3.951416,31.500
25225239,0x8,0xB,8,2048,18952,138,387,393.290985,3.183838,3.921021,31.500
25229757,0x8,0xC,8,4096,37889,274,769,393.135376,3.160767,3.895691,31.500
25238776,0x8,0xD,8,8192,65535,545,1535,339.994812,3.143463,3.888092,31.500
25256807,0x8,0xE,8,16384,65535,1088,3066,169.997406,3.137695,3.883026,31.500
25257821,0x7,0x0,16,1,21,3,6,446.250000,70.875000,62.250000,31.400
25257834,0x7,0x1,16,2,41,4,7,435.625000,47.250000,36.312500,31.400
25257847,0x7,0x2,16,4,78,4,8,414.375000,23.625000,20.750000,31.400
25257866,0x7,0x3,16,8,152,5,9,403.750000,14.765625,11.671875,31.400
25257896,0x7,0x4,16,16,299,6,12,397.109375,8.859375,7.781250,31.400
25257944,0x7,0x5,16,32,596,8,18,395.781250,5.906250,5.835938,31.350
