millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
26004803,0xB,0x0,1,1,4,1,1,1360.000000,378.000000,166.000000,31.200
26004816,0xB,0x1,1,2,8,1,1,1360.000000,189.000000,83.000000,31.000
26004829,0xB,0x2,1,4,15,1,1,1275.000000,94.500000,41.500000,31.050
26004848,0xB,0x3,1,8,29,1,1,1232.500000,47.250000,20.750000,31.000
26004879,0xB,0x4,1,16,58,1,2,1232.500000,23.625000,20.750000,31.050
26004926,0xB,0x5,1,32,115,1,3,1221.875000,11.812500,15.562500,31.050
26005008,0xB,0x6,1,64,228,2,5,1211.250000,11.812500,12.968750,31.050
26005158,0xB,0x7,1,128,456,4,9,1211.250000,11.812500,11.671875,31.050
26005451,0xB,0x8,1,256,912,7,18,1211.250000,10.335938,11.671875,31.050
26006024,0xB,0x9,1,512,1823,13,35,1210.586060,9.597656,11.347656,31.050
26007162,0xB,0xA,1,1024,3646,26,68,1210.586060,9.597656,11.023438,31.100
26009428,0xB,0xB,1,2048,7287,52,136,1209.755859,9.597656,11.023438,31.200
26013949,0xB,0xC,1,4096,14577,103,271,1210.004883,9.505371,10.982910,31.250
26022975,0xB,0xD,1,8192,29132,205,541,1209.091797,9.459229,10.962646,31.300
26041016,0xB,0xE,1,16384,58241,409,1081,1208.614502,9.436157,10.952515,31.550
26042029,0xA,0x0,2,1,8,1,1,1360.000000,189.000000,83.000000,32.000
26042042,0xA,0x1,2,2,15,1,2,1275.000000,94.500000,83.000000,32.000
26042055,0xA,0x2,2,4,30,1,2,1275.000000,47.250000,41.500000,31.950
26042074,0xA,0x3,2,8,58,1,2,1232.500000,23.625000,20.750000,31.900
26042104,0xA,0x4,2,16,115,2,3,1221.875000,23.625000,15.562500,31.900
26042152,0xA,0x5,2,32,230,2,5,1221.875000,11.812500,12.968750,31.900
26042233,0xA,0x6,2,64,458,4,10,1216.562500,11.812500,12.968750,31.900
26042384,0xA,0x7,2,128,916,7,18,1216.562500,10.335938,11.671875,31.900
