millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
27795142,0xB,0x0,1,1,10,1,1,3400.000000,378.000000,166.000000,40.600
27795155,0xB,0x1,1,2,18,1,1,3060.000000,189.000000,83.000000,40.600
27795168,0xB,0x2,1,4,36,1,2,3060.000000,94.500000,83.000000,40.500
27795187,0xB,0x3,1,8,72,1,2,3060.000000,47.250000,41.500000,40.600
27795217,0xB,0x4,1,16,142,2,3,3017.500000,47.250000,31.125000,40.600
27795264,0xB,0x5,1,32,284,3,6,3017.500000,35.437500,31.125000,40.550
27795346,0xB,0x6,1,64,568,5,11,3017.500000,29.531250,28.531250,40.600
27795496,0xB,0x7,1,128,1135,9,21,3014.843750,26.578125,27.234375,40.600
27795789,0xB,0x8,1,256,2268,17,41,3012.187500,25.101563,26.585938,40.600
27796362,0xB,0x9,1,512,4532,33,81,3009.531250,24.363281,26.261719,40.600
27797499,0xB,0xA,1,1024,9065,66,161,3009.863281,24.363281,26.099609,40.650
27799760,0xB,0xB,1,2048,18110,131,321,3006.542969,24.178711,26.018555,40.700
27804272,0xB,0xC,1,4096,36181,261,641,3003.305664,24.086426,25.978027,40.750
27813292,0xB,0xD,1,8192,65535,522,1280,2719.958496,24.086426,25.937500,40.900
27831317,0xB,0xE,1,16384,65535,1043,2560,1359.979248,24.063356,25.937500,41.100
27832330,0xA,0x0,2,1,19,1,1,3230.000000,189.000000,83.000000,41.400
27832343,0xA,0x1,2,2,36,1,2,3060.000000,94.500000,83.000000,41.500
27832357,0xA,0x2,2,4,72,1,3,3060.000000,47.250000,62.250000,41.450
27832375,0xA,0x3,2,8,143,2,4,3038.750000,47.250000,41.500000,41.500
27832406,0xA,0x4,2,16,284,3,6,3017.500000,35.437500,31.125000,41.500
27832453,0xA,0x5,2,32,568,5,11,3017.500000,29.531250,28.531250,41.450
27832535,0xA,0x6,2,64,1135,9,21,3014.843750,26.578125,27.234375,41.450
27832684,0xA,0x7,2,128,2269,17,41,3013.515381,25.101563,26.585938,41.450
27832977,0xA,0x8,2,256,4537,34,82,3012.851563,25.101563,26.585938,41.500
27833550,0xA,0x9,2,512,9074,66,162,3012.851563,24.363281,26.261719,41.500
27834685,0xA,0xA,2,1024,18144,132,323,3012.187500,24.363281,26.180664,41.500
27836947,0xA,0xB,2,2048,36287,263,644,3012.104492,24.270996,26.099609,41.450
27841460,0xA,0xC,2,4096,65535,524,1287,2719.958496,24.178711,26.079346,41.550
27850477,0xA,0xD,2,8192,65535,1048,2572,1359.979248,24.178711,26.059082,41.600
27868500,0xA,0xE,2,16384,65535,2095,5143,679.989624,24.167175,26.054016,41.700
27869514,0x9,0x0,4,1,37,1,2,3145.000000,94.500000,83.000000,42.000
27869527,0x9,0x1,4,2,72,2,3,3060.000000,94.500000,62.250000,42.000
27869540,0x9,0x2,4,4,143,2,5,3038.750000,47.250000,51.875000,42.000
27869559,0x9,0x3,4,8,285,3,7,3028.125000,35.437500,36.312500,42.000
27869589,0x9,0x4,4,16,570,5,12,3028.125000,29.531250,31.125000,42.000
27869637,0x9,0x5,4,32,1138,9,22,3022.812500,26.578125,28.531250,41.950
27869718,0x9,0x6,4,64,2274,18,42,3020.156250,26.578125,27.234375,42.000
27869869,0x9,0x7,4,128,4548,34,82,3020.156250,25.101563,26.585938,42.000
27870162,0x9,0x8,4,256,9094,67,163,3019.492188,24.732422,26.423828,42.000
27870735,0x9,0x9,4,512,18187,132,324,3019.326172,24.363281,26.261719,42.050
27871872,0x9,0xA,4,1024,36367,263,646,3018.745117,24.270996,26.180664,42.000
27874135,0x9,0xB,4,2048,65535,525,1290,2719.958496,24.224854,26.140137,42.000
27878645,0x9,0xC,4,4096,65535,1048,2579,1359.979248,24.178711,26.130003,42.000
27887659,0x9,0xD,4,8192,65535,2095,5155,679.989624,24.167175,26.114807,42.050
27905671,0x9,0xE,4,16384,65535,4188,10308,339.994812,24.155642,26.109743,42.100
27906685,0x8,0x0,8,1,73,2,4,3102.500000,94.500000,83.000000,42.400
27906698,0x8,0x1,8,2,145,3,6,3081.250000,70.875000,62.250000,42.300
