millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
21085258,0xB,0x0,1,1,11,1,1,3740.000000,378.000000,166.000000,39.000
21085271,0xB,0x1,1,2,22,1,1,3740.000000,189.000000,83.000000,39.300
21085284,0xB,0x2,1,4,43,1,2,3655.000000,94.500000,83.000000,39.150
21085303,0xB,0x3,1,8,86,1,2,3655.000000,47.250000,41.500000,39.100
21085333,0xB,0x4,1,16,170,2,3,3612.500000,47.250000,31.125000,39.200
21085381,0xB,0x5,1,32,341,3,6,3623.125000,35.437500,31.125000,39.200
21085463,0xB,0x6,1,64,681,5,11,3617.812500,29.531250,28.531250,39.200
21085613,0xB,0x7,1,128,1361,9,21,3615.156250,26.578125,27.234375,39.200
21085906,0xB,0x8,1,256,2720,17,40,3612.500000,25.101563,25.937500,39.250
21086477,0xB,0x9,1,512,5438,33,80,3611.172119,24.363281,25.937500,39.250
21087615,0xB,0xA,1,1024,10874,65,159,3610.507813,23.994141,25.775391,39.250
21089876,0xB,0xB,1,2048,21735,129,317,3608.349609,23.809570,25.694336,39.300
21094392,0xB,0xC,1,4096,43455,258,633,3607.104492,23.809570,25.653809,39.350
21103412,0xB,0xD,1,8192,65535,514,1266,2719.958496,23.717285,25.653809,39.550
21121441,0xB,0xE,1,16384,65535,1028,2532,1359.979248,23.717285,25.653809,39.850
21122454,0xA,0x0,2,1,22,1,1,3740.000000,189.000000,83.000000,40.400
21122467,0xA,0x1,2,2,44,1,2,3740.000000,94.500000,83.000000,40.300
21122480,0xA,0x2,2,4,86,1,3,3655.000000,47.250000,62.250000,40.250
21122499,0xA,0x3,2,8,171,2,4,3633.750000,47.250000,41.500000,40.250
21122530,0xA,0x4,2,16,342,3,6,3633.750000,35.437500,31.125000,40.300
21122577,0xA,0x5,2,32,684,5,11,3633.750000,29.531250,28.531250,40.300
21122659,0xA,0x6,2,64,1365,9,21,3625.781250,26.578125,27.234375,40.300
21122809,0xA,0x7,2,128,2729,17,41,3624.452881,25.101563,26.585938,40.300
