millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
23767911,0xB,0x0,1,1,22,1,1,7480.000000,378.000000,166.000000,56.400
23767924,0xB,0x1,1,2,43,1,1,7310.000000,189.000000,83.000000,56.500
23767937,0xB,0x2,1,4,85,1,2,7225.000000,94.500000,83.000000,56.400
23767956,0xB,0x3,1,8,169,2,3,7182.500000,94.500000,62.250000,56.400
23767986,0xB,0x4,1,16,337,3,6,7161.250000,70.875000,62.250000,56.400
23768034,0xB,0x5,1,32,674,5,10,7161.250000,59.062500,51.875000,56.350
23768115,0xB,0x6,1,64,1348,9,20,7161.250000,53.156250,51.875000,56.450
23768265,0xB,0x7,1,128,2695,17,39,7158.594238,50.203125,50.578125,56.450
23768559,0xB,0x8,1,256,5386,34,78,7153.280762,50.203125,50.578125,56.450
23769131,0xB,0x9,1,512,10769,67,154,7151.289063,49.464844,49.929688,56.450
23770268,0xB,0xA,1,1024,21534,134,307,7149.960938,49.464844,49.767578,56.550
23772528,0xB,0xB,1,2048,43053,266,614,7147.470703,49.095703,49.767578,56.550
23777034,0xB,0xC,1,4096,65535,532,1227,5439.916992,49.095703,49.727051,56.650
23786035,0xB,0xD,1,8192,65535,1063,2453,2719.958496,49.049564,49.706791,56.650
23804031,0xB,0xE,1,16384,65535,2126,4905,1359.979248,49.049564,49.696655,56.750
23805045,0xA,0x0,2,1,43,1,2,7310.000000,189.000000,166.000000,57.400
23805058,0xA,0x1,2,2,85,1,2,7225.000000,94.500000,83.000000,57.300
23805071,0xA,0x2,2,4,170,2,4,7225.000000,94.500000,83.000000,57.150
23805090,0xA,0x3,2,8,338,3,6,7182.500000,70.875000,62.250000,57.200
23805120,0xA,0x4,2,16,676,5,11,7182.500000,59.062500,57.062500,57.250
23805168,0xA,0x5,2,32,1352,9,20,7182.500000,53.156250,51.875000,57.200
23805249,0xA,0x6,2,64,2701,18,40,7174.530762,53.156250,51.875000,57.200
23805399,0xA,0x7,2,128,5400,34,78,7171.875000,50.203125,50.578125,57.200
23805691,0xA,0x8,2,256,10799,68,155,7171.210938,50.203125,50.253906,57.300
