millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
23321144,0xB,0x0,1,1,21,1,1,7140.000000,378.000000,166.000000,54.400
23321157,0xB,0x1,1,2,41,1,1,6970.000000,189.000000,83.000000,54.500
23321170,0xB,0x2,1,4,81,1,2,6885.000000,94.500000,83.000000,54.650
23321189,0xB,0x3,1,8,161,2,3,6842.500000,94.500000,62.250000,54.650
23321220,0xB,0x4,1,16,321,3,5,6821.250000,70.875000,51.875000,54.650
23321267,0xB,0x5,1,32,642,5,10,6821.250000,59.062500,51.875000,54.600
23321349,0xB,0x6,1,64,1283,8,19,6815.937500,47.250000,49.281250,54.600
23321499,0xB,0x7,1,128,2564,16,37,6810.625000,47.250000,47.984375,54.600
23321791,0xB,0x8,1,256,5125,32,73,6806.640625,47.250000,47.335938,54.600
23322364,0xB,0x9,1,512,10248,63,145,6805.312500,46.511719,47.011719,54.700
23323496,0xB,0xA,1,1024,20488,124,288,6802.655762,45.773438,46.687500,54.650
23325757,0xB,0xB,1,2048,40955,248,576,6799.169922,45.773438,46.687500,54.800
23330263,0xB,0xC,1,4096,65535,495,1151,5439.916992,45.681152,46.646973,54.900
23339265,0xB,0xD,1,8192,65535,990,2300,2719.958496,45.681152,46.606445,55.050
23357262,0xB,0xE,1,16384,65535,1978,4599,1359.979248,45.635006,46.596313,54.950
23358274,0xA,0x0,2,1,41,1,2,6970.000000,189.000000,166.000000,55.600
23358287,0xA,0x1,2,2,81,1,2,6885.000000,94.500000,83.000000,55.500
23358300,0xA,0x2,2,4,161,2,4,6842.500000,94.500000,83.000000,55.400
23358319,0xA,0x3,2,8,322,3,6,6842.500000,70.875000,62.250000,55.500
23358350,0xA,0x4,2,16,643,5,10,6831.875000,59.062500,51.875000,55.450
23358397,0xA,0x5,2,32,1284,9,19,6821.250000,53.156250,49.281250,55.500
23358479,0xA,0x6,2,64,2567,16,37,6818.594238,47.250000,47.984375,55.500
23358629,0xA,0x7,2,128,5134,32,73,6818.594238,47.250000,47.335938,55.450
23358922,0xA,0x8,2,256,10268,63,146,6818.594238,46.511719,47.335938,55.450
23359496,0xA,0x9,2,512,20529,125,290,6816.269531,46.142578,47.011719,55.500
23360628,0xA,0xA,2,1024,41057,249,579,6816.103516,45.958008,46.930664,55.500
23362885,0xA,0xB,2,2048,65535,498,1156,5439.916992,45.958008,46.849609,55.600
23367392,0xA,0xC,2,4096,65535,994,2311,2719.958496,45.865723,46.829342,55.600
23376394,0xA,0xD,2,8192,65535,1987,4620,1359.979248,45.842651,46.809082,55.600
23394386,0xA,0xE,2,16384,65535,3972,9237,679.989624,45.819576,46.793884,55.600
23395400,0x9,0x0,4,1,82,2,3,6970.000000,189.000000,124.500000,55.600
23395413,0x9,0x1,4,2,162,2,4,6885.000000,94.500000,83.000000,55.500
23395426,0x9,0x2,4,4,323,3,7,6863.750000,70.875000,72.625000,55.550
