millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
21980070,0xB,0x0,1,1,15,1,1,5100.000000,378.000000,166.000000,45.800
21980083,0xB,0x1,1,2,30,1,1,5100.000000,189.000000,83.000000,45.800
21980096,0xB,0x2,1,4,60,1,2,5100.000000,94.500000,83.000000,45.750
21980115,0xB,0x3,1,8,119,1,3,5057.500000,47.250000,62.250000,45.750
21980145,0xB,0x4,1,16,237,2,4,5036.250000,47.250000,41.500000,45.700
21980192,0xB,0x5,1,32,473,3,8,5025.625000,35.437500,41.500000,45.750
21980274,0xB,0x6,1,64,946,6,14,5025.625000,35.437500,36.312500,45.650
21980425,0xB,0x7,1,128,1892,12,28,5025.625000,35.437500,36.312500,45.750
21980717,0xB,0x8,1,256,3783,23,54,5024.296875,33.960938,35.015625,45.700
21981290,0xB,0x9,1,512,7562,45,108,5021.640625,33.222656,35.015625,45.750
21982427,0xB,0xA,1,1024,15121,90,215,5020.644531,33.222656,34.853516,45.800
21984689,0xB,0xB,1,2048,30228,179,428,5018.320313,33.038086,34.691406,45.850
21989205,0xB,0xC,1,4096,60416,358,856,5015.000000,33.038086,34.691406,45.900
21998222,0xB,0xD,1,8192,65535,716,1711,2719.958496,33.038086,34.671139,46.050
22016238,0xB,0xE,1,16384,65535,1431,3421,1359.979248,33.015015,34.661011,46.250
22017251,0xA,0x0,2,1,31,1,2,5270.000000,189.000000,166.000000,46.800
22017264,0xA,0x1,2,2,60,1,2,5100.000000,94.500000,83.000000,46.800
22017277,0xA,0x2,2,4,119,2,3,5057.500000,94.500000,62.250000,46.750
22017296,0xA,0x3,2,8,238,2,5,5057.500000,47.250000,51.875000,46.750
22017327,0xA,0x4,2,16,475,4,8,5046.875000,47.250000,41.500000,46.750
22017374,0xA,0x5,2,32,949,7,15,5041.562500,41.343750,38.906250,46.650
22017456,0xA,0x6,2,64,1898,12,28,5041.562500,35.437500,36.312500,46.700
22017606,0xA,0x7,2,128,3794,23,55,5038.905762,33.960938,35.664063,46.800
22017898,0xA,0x8,2,256,7586,46,109,5037.578125,33.960938,35.339844,46.750
22018472,0xA,0x9,2,512,15161,91,216,5033.925781,33.591797,35.015625,46.800
22019607,0xA,0xA,2,1024,30328,181,431,5034.921875,33.407227,34.934570,46.800
22021869,0xA,0xB,2,2048,60672,360,860,5036.250000,33.222656,34.853516,46.850
22026382,0xA,0xC,2,4096,65535,719,1719,2719.958496,33.176517,34.833248,46.950
22035395,0xA,0xD,2,8192,65535,1438,3438,1359.979248,33.176517,34.833248,47.100
22053415,0xA,0xE,2,16384,65535,2874,6873,679.989624,33.153442,34.818054,47.200
22054428,0x9,0x0,4,1,61,2,3,5185.000000,189.000000,124.500000,47.400
22054441,0x9,0x1,4,2,120,2,4,5100.000000,94.500000,83.000000,47.400
22054455,0x9,0x2,4,4,239,3,5,5078.750000,70.875000,51.875000,47.400
22054474,0x9,0x3,4,8,476,4,9,5057.500000,47.250000,46.687500,47.350
22054504,0x9,0x4,4,16,951,7,15,5052.187500,41.343750,38.906250,47.400
22054551,0x9,0x5,4,32,1900,12,29,5046.875000,35.437500,37.609375,47.400
22054633,0x9,0x6,4,64,3799,24,56,5045.546875,35.437500,36.312500,47.400
22054783,0x9,0x7,4,128,7598,46,110,5045.546875,33.960938,35.664063,47.400
22055076,0x9,0x8,4,256,15193,91,217,5044.550781,33.591797,35.177734,47.400
22055648,0x9,0x9,4,512,30386,181,432,5044.550781,33.407227,35.015625,47.400
22056786,0x9,0xA,4,1024,60742,360,862,5042.060547,33.222656,34.934570,47.400
22059049,0x9,0xB,4,2048,65535,719,1723,2719.958496,33.176517,34.914303,47.450
22063554,0x9,0xC,4,4096,65535,1437,3445,1359.979248,33.153442,34.904175,47.400
22072558,0x9,0xD,4,8192,65535,2873,6888,679.989624,33.141907,34.894043,47.500
22090559,0x9,0xE,4,16384,65535,5745,13773,339.994812,33.136139,34.886444,47.650
22091573,0x8,0x0,8,1,121,3,5,5142.500000,141.750000,103.750000,47.800
22091586,0x8,0x1,8,2,240,4,7,5100.000000,94.500000,72.625000,47.900
22091600,0x8,0x2,8,4,479,5,10,5089.375000,59.062500,51.875000,47.900
22091619,0x8,0x3,8,8,955,8,17,5073.437500,47.250000,44.093750,47.800
22091649,0x8,0x4,8,16,1907,13,30,5065.469238,38.390625,38.906250,47.900
22091696,0x8,0x5,8,32,3813,25,57,5064.140625,36.914063,36.960938,47.900
22091778,0x8,0x6,8,64,7625,47,111,5063.476563,34.699219,35.988281,47.800
22091929,0x8,0x7,8,128,15246,92,220,5062.148438,33.960938,35.664063,47.850
22092222,0x8,0x8,8,256,30489,182,436,5061.650391,33.591797,35.339844,47.850
22092794,0x8,0x9,8,512,60988,363,868,5062.480469,33.499512,35.177734,47.850
22093932,0x8,0xA,8,1024,65535,723,1732,2719.958496,33.361088,35.096680,47.800
22096189,0x8,0xB,8,2048,65535,1444,3462,1359.979248,33.314941,35.076412,47.750
22100696,0x8,0xC,8,4096,65535,2887,6920,679.989624,33.303406,35.056152,47.850
22109700,0x8,0xD,8,8192,65535,5772,13836,339.994812,33.291870,35.046021,48.000
22127698,0x8,0xE,8,16384,65535,11540,27667,169.997406,33.280334,35.039688,48.000
22128711,0x7,0x0,16,1,241,5,9,5121.250000,118.125000,93.375000,48.200
22128724,0x7,0x1,16,2,480,7,13,5100.000000,82.687500,67.437500,47.900
22128738,0x7,0x2,16,4,956,9,20,5078.750000,53.156250,51.875000,48.000
22128756,0x7,0x3,16,8,1907,15,34,5065.469238,44.296875,44.093750,48.050
22128787,0x7,0x4,16,16,3810,26,59,5060.155762,38.390625,38.257813,48.000
22128834,0x7,0x5,16,32,7617,48,114,5058.164063,35.437500,36.960938,48.000
22128916,0x7,0x6,16,64,15227,94,222,5055.839844,34.699219,35.988281,48.000
22129066,0x7,0x7,16,128,30452,184,438,5055.507813,33.960938,35.501953,48.000
22129359,0x7,0x8,16,256,60908,364,870,5055.839844,33.591797,35.258789,48.000
22129931,0x7,0x9,16,512,65535,725,1735,2719.958496,33.453365,35.157467,48.000
22131067,0x7,0xA,16,1024,65535,1447,3463,1359.979248,33.384155,35.086548,47.950
22133325,0x7,0xB,16,2048,65535,2890,6920,679.989624,33.338013,35.056152,48.000
22137831,0x7,0xC,16,4096,65535,5775,13831,339.994812,33.309174,35.033356,47.950
22146834,0x7,0xD,16,8192,65535,11544,27652,169.997406,33.291870,35.020691,47.950
22164823,0x7,0xE,16,16384,65535,23084,55296,84.998703,33.286102,35.015625,48.000
22165836,0x6,0x0,32,1,484,9,17,5142.500000,106.312500,88.187500,48.200
22165849,0x6,0x1,32,2,963,13,26,5115.937500,76.781250,67.437500,48.100
22165863,0x6,0x2,32,4,1918,19,40,5094.687500,56.109375,51.875000,48.100
22165881,0x6,0x3,32,8,3828,30,67,5084.062500,44.296875,43.445313,48.100
22165912,0x6,0x4,32,16,7649,51,119,5079.414063,37.652344,38.582031,48.100
22165959,0x6,0x5,32,32,15291,97,228,5077.089844,35.806641,36.960938,48.150
22166041,0x6,0x6,32,64,30574,188,446,5075.761719,34.699219,36.150391,48.150
22166191,0x6,0x7,32,128,61134,369,880,5074.599609,34.053223,35.664063,48.100
22166484,0x6,0x8,32,256,65535,731,1747,2719.958496,33.730228,35.400631,48.150
22167057,0x6,0x9,32,512,65535,1456,3483,1359.979248,33.591797,35.289185,48.150
22168193,0x6,0xA,32,1024,65535,2904,6952,679.989624,33.499512,35.218262,48.100
22170450,0x6,0xB,32,2048,65535,5802,13895,339.994812,33.464905,35.195465,48.150
22174956,0x6,0xC,32,4096,65535,11597,27777,169.997406,33.444717,35.179001,48.000
22183954,0x6,0xD,32,8192,65535,23186,55542,84.998703,33.433182,35.171402,48.100
22201943,0x6,0xE,32,16384,65535,46362,65535,42.499352,33.425972,20.749683,48.150
22202957,0x5,0x0,64,1,968,17,34,5142.500000,100.406250,88.187500,48.000
22202970,0x5,0x1,64,2,1927,25,51,5118.594238,73.828125,66.140625,48.200
22202983,0x5,0x2,64,4,3839,37,79,5098.671875,54.632813,51.226563,48.200
22203002,0x5,0x3,64,8,7665,59,133,5090.039063,43.558594,43.121094,48.200
22203032,0x5,0x4,64,16,15309,102,238,5083.066406,37.652344,38.582031,48.150
22203080,0x5,0x5,64,32,30609,194,458,5081.572266,35.806641,37.123047,48.200
22203161,0x5,0x6,64,64,61212,377,895,5081.074219,34.791504,36.271973,48.250
22203312,0x5,0x7,64,128,65535,741,1768,2719.958496,34.191647,35.826172,48.200
22203604,0x5,0x8,64,256,65535,1468,3510,1359.979248,33.868652,35.562740,48.150
22204177,0x5,0x9,64,512,65535,2923,6998,679.989624,33.718689,35.451294,48.150
22205313,0x5,0xA,64,1024,65535,5830,13967,339.994812,33.626404,35.377838,48.150
22207570,0x5,0xB,64,2048,65535,11653,27920,169.997406,33.606216,35.360111,48.100
22212075,0x5,0xC,64,4096,65535,23293,55816,84.998703,33.587471,35.344910,48.150
22221074,0x5,0xD,64,8192,65535,46572,65535,42.499352,33.577377,20.749683,48.300
22239061,0x5,0xE,64,16384,65535,65535,65535,21.249676,23.624640,10.374842,48.250
22240074,0x4,0x0,128,1,1023,34,68,2717.343750,100.406250,88.187500,48.400
22240088,0x4,0x1,128,2,2047,50,104,2718.672119,73.828125,67.437500,48.400
22240101,0x4,0x2,128,4,4095,75,162,2719.335938,55.371094,52.523438,48.300
22240120,0x4,0x3,128,8,8191,120,271,2719.667969,44.296875,43.931641,48.250
22240150,0x4,0x4,128,16,16383,205,479,2719.833984,37.836914,38.825195,48.300
