millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
22427210,0xB,0x0,1,1,17,1,1,5780.000000,378.000000,166.000000,49.000
22427223,0xB,0x1,1,2,34,1,1,5780.000000,189.000000,83.000000,49.000
22427236,0xB,0x2,1,4,67,1,2,5695.000000,94.500000,83.000000,48.850
22427255,0xB,0x3,1,8,133,2,3,5652.500000,94.500000,62.250000,48.850
22427285,0xB,0x4,1,16,267,2,5,5673.750000,47.250000,51.875000,48.850
22427333,0xB,0x5,1,32,534,4,8,5673.750000,47.250000,41.500000,48.800
22427414,0xB,0x6,1,64,1066,7,16,5663.125000,41.343750,41.500000,48.850
22427564,0xB,0x7,1,128,2131,13,31,5660.469238,38.390625,40.203125,48.800
22427857,0xB,0x8,1,256,4261,26,61,5659.140625,38.390625,39.554688,48.900
22428429,0xB,0x9,1,512,8517,51,121,5655.820313,37.652344,39.230469,48.950
22429567,0xB,0xA,1,1024,17027,102,240,5653.496094,37.652344,38.906250,48.950
22431828,0xB,0xB,1,2048,34042,203,480,5651.503906,37.467773,38.906250,49.000
22436338,0xB,0xC,1,4096,65535,406,959,5439.916992,37.467773,38.865723,49.000
22445348,0xB,0xD,1,8192,65535,811,1917,2719.958496,37.421635,38.845463,49.100
22463359,0xB,0xE,1,16384,65535,1621,3833,1359.979248,37.398560,38.835327,49.350
22464373,0xA,0x0,2,1,34,1,2,5780.000000,189.000000,166.000000,49.800
22464386,0xA,0x1,2,2,68,1,2,5780.000000,94.500000,83.000000,49.800
22464399,0xA,0x2,2,4,134,2,3,5695.000000,94.500000,62.250000,49.800
22464418,0xA,0x3,2,8,268,3,5,5695.000000,70.875000,51.875000,49.800
22464448,0xA,0x4,2,16,534,4,9,5673.750000,47.250000,46.687500,49.850
22464496,0xA,0x5,2,32,1068,7,16,5673.750000,41.343750,41.500000,49.800
22464577,0xA,0x6,2,64,2135,14,31,5671.094238,41.343750,40.203125,49.800
22464727,0xA,0x7,2,128,4268,26,61,5668.437500,38.390625,39.554688,49.800
22465019,0xA,0x8,2,256,8536,52,122,5668.437500,38.390625,39.554688,49.800
22465592,0xA,0x9,2,512,17068,103,242,5667.109375,38.021484,39.230469,49.850
22466729,0xA,0xA,2,1024,34138,204,482,5667.441406,37.652344,39.068359,49.850
