millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
21532710,0xB,0x0,1,1,13,1,1,4420.000000,378.000000,166.000000,42.600
21532723,0xB,0x1,1,2,26,1,1,4420.000000,189.000000,83.000000,42.500
21532736,0xB,0x2,1,4,52,1,2,4420.000000,94.500000,83.000000,42.500
21532755,0xB,0x3,1,8,103,1,2,4377.500000,47.250000,41.500000,42.450
21532785,0xB,0x4,1,16,205,2,4,4356.250000,47.250000,41.500000,42.450
21532833,0xB,0x5,1,32,409,3,7,4345.625000,35.437500,36.312500,42.450
21532914,0xB,0x6,1,64,817,6,13,4340.312500,35.437500,33.718750,42.450
21533064,0xB,0x7,1,128,1634,10,24,4340.312500,29.531250,31.125000,42.500
21533358,0xB,0x8,1,256,3266,20,48,4337.655762,29.531250,31.125000,42.500
21533930,0xB,0x9,1,512,6529,39,94,4335.664063,28.792969,30.476563,42.500
21535068,0xB,0xA,1,1024,13052,78,187,4333.671875,28.792969,30.314453,42.550
21537328,0xB,0xB,1,2048,26095,155,374,4332.177734,28.608398,30.314453,42.650
21541845,0xB,0xC,1,4096,52163,308,747,4329.936523,28.423828,30.273926,42.700
21550862,0xB,0xD,1,8192,65535,616,1493,2719.958496,28.423828,30.253662,42.850
21568887,0xB,0xE,1,16384,65535,1232,2986,1359.979248,28.423828,30.253662,43.200
21569900,0xA,0x0,2,1,26,1,2,4420.000000,189.000000,166.000000,43.800
21569913,0xA,0x1,2,2,52,1,2,4420.000000,94.500000,83.000000,43.700
21569927,0xA,0x2,2,4,103,2,3,4377.500000,94.500000,62.250000,43.700
21569945,0xA,0x3,2,8,206,2,4,4377.500000,47.250000,41.500000,43.650
21569976,0xA,0x4,2,16,411,3,7,4366.875000,35.437500,36.312500,43.650
21570023,0xA,0x5,2,32,819,6,13,4350.937500,35.437500,33.718750,43.600
21570105,0xA,0x6,2,64,1638,11,25,4350.937500,32.484375,32.421875,43.650
21570255,0xA,0x7,2,128,3275,20,48,4349.609375,29.531250,31.125000,43.650
21570548,0xA,0x8,2,256,6547,40,95,4347.617188,29.531250,30.800781,43.650
21571121,0xA,0x9,2,512,13095,78,189,4347.949219,28.792969,30.638672,43.650
21572259,0xA,0xA,2,1024,26184,156,376,4346.953125,28.792969,30.476563,43.700
21574522,0xA,0xB,2,2048,52322,310,751,4343.134766,28.608398,30.436035,43.700
21579034,0xA,0xC,2,4096,65535,619,1501,2719.958496,28.562256,30.415771,43.700
21588054,0xA,0xD,2,8192,65535,1238,3000,1359.979248,28.562256,30.395508,43.800
