millis,gain_hex,conv_hex,gain_x,conv_ms,uva_raw,uvb_raw,uvc_raw,uva_mw,uvb_mw,uvc_mw,temp_c
27347713,0xB,0x0,1,1,8,1,1,2720.000000,378.000000,166.000000,38.000
27347726,0xB,0x1,1,2,16,1,1,2720.000000,189.000000,83.000000,38.000
27347739,0xB,0x2,1,4,31,1,1,2635.000000,94.500000,41.500000,38.000
27347758,0xB,0x3,1,8,61,1,2,2592.500000,47.250000,41.500000,38.000
27347788,0xB,0x4,1,16,121,2,3,2571.250000,47.250000,31.125000,38.000
27347835,0xB,0x5,1,32,241,2,5,2560.625000,23.625000,25.937500,38.000
27347916,0xB,0x6,1,64,481,4,9,2555.312500,23.625000,23.343750,38.000
27348066,0xB,0x7,1,128,961,8,18,2552.656250,23.625000,23.343750,37.950
27348359,0xB,0x8,1,256,1921,14,35,2551.327881,20.671875,22.695313,38.050
27348932,0xB,0x9,1,512,3844,28,69,2552.656250,20.671875,22.371094,38.050
27350069,0xB,0xA,1,1024,7684,55,137,2551.327881,20.302734,22.208984,38.000
27352331,0xB,0xB,1,2048,15344,110,272,2547.343750,20.302734,22.046875,38.150
27356847,0xB,0xC,1,4096,30691,219,543,2547.592773,20.210449,22.006348,38.200
27365866,0xB,0xD,1,8192,61344,437,1086,2546.015381,20.164307,22.006348,38.350
27383898,0xB,0xE,1,16384,65535,873,2172,1359.979248,20.141233,22.006348,38.600
27384911,0xA,0x0,2,1,16,1,1,2720.000000,189.000000,83.000000,39.000
27384924,0xA,0x1,2,2,31,1,2,2635.000000,94.500000,83.000000,38.900
27384938,0xA,0x2,2,4,61,1,2,2592.500000,47.250000,41.500000,38.950
27384957,0xA,0x3,2,8,121,2,3,2571.250000,47.250000,31.125000,39.000
27384987,0xA,0x4,2,16,241,3,5,2560.625000,35.437500,25.937500,38.950
27385034,0xA,0x5,2,32,482,4,10,2560.625000,23.625000,25.937500,38.950
27385116,0xA,0x6,2,64,962,8,18,2555.312500,23.625000,23.343750,38.950
27385266,0xA,0x7,2,128,1923,15,35,2553.984619,22.148438,22.695313,38.950
27385559,0xA,0x8,2,256,3849,28,69,2555.976563,20.671875,22.371094,38.950
27386131,0xA,0x9,2,512,7695,56,138,2554.980469,20.671875,22.371094,38.950
27387269,0xA,0xA,2,1024,15394,110,274,2555.644531,20.302734,22.208984,38.950
27389533,0xA,0xB,2,2048,30773,220,546,2554.399414,20.302734,22.127930,39.000
27394049,0xA,0xC,2,4096,61524,439,1092,2553.486328,20.256592,22.127930,39.000
27403069,0xA,0xD,2,8192,65535,877,2182,1359.979248,20.233519,22.107666,39.100
27421093,0xA,0xE,2,16384,65535,1754,4363,679.989624,20.233519,22.102600,39.150
27422107,0x9,0x0,4,1,31,1,2,2635.000000,94.500000,83.000000,39.600
27422120,0x9,0x1,4,2,61,2,3,2592.500000,94.500000,62.250000,39.500
27422133,0x9,0x2,4,4,122,2,4,2592.500000,47.250000,41.500000,39.450
27422152,0x9,0x3,4,8,242,3,6,2571.250000,35.437500,31.125000,39.450
27422182,0x9,0x4,4,16,483,5,10,2565.937500,29.531250,25.937500,39.450
27422230,0x9,0x5,4,32,964,8,19,2560.625000,23.625000,24.640625,39.450
27422311,0x9,0x6,4,64,1927,15,36,2559.297119,22.148438,23.343750,39.450
27422462,0x9,0x7,4,128,3852,29,70,2557.968750,21.410156,22.695313,39.450
27422755,0x9,0x8,4,256,7702,56,139,2557.304688,20.671875,22.533203,39.350
27423326,0x9,0x9,4,512,15402,111,275,2556.972656,20.487305,22.290039,39.450
27424464,0x9,0xA,4,1024,30808,220,548,2557.304688,20.302734,22.208984,39.400
27426727,0x9,0xB,4,2048,61613,439,1095,2557.180176,20.256592,22.188721,39.450
27431236,0x9,0xC,4,4096,65535,878,2188,1359.979248,20.256592,22.168457,39.500
27440250,0x9,0xD,4,8192,65535,1754,4374,679.989624,20.233519,22.158323,39.550
27458261,0x9,0xE,4,16384,65535,3506,8745,339.994812,20.221985,22.150726,39.600
27459274,0x8,0x0,8,1,62,2,4,2635.000000,94.500000,83.000000,39.600
27459287,0x8,0x1,8,2,123,3,6,2613.750000,70.875000,62.250000,39.800
27459301,0x8,0x2,8,4,244,4,8,2592.500000,47.250000,41.500000,39.800
27459319,0x8,0x3,8,8,486,6,12,2581.875000,35.437500,31.125000,39.750
27459350,0x8,0x4,8,16,969,9,20,2573.906250,26.578125,25.937500,39.750
27459397,0x8,0x5,8,32,1936,16,37,2571.250000,23.625000,23.992188,39.750
27459479,0x8,0x6,8,64,3871,30,72,2570.585938,22.148438,23.343750,39.800
27459629,0x8,0x7,8,128,7738,57,141,2569.257813,21.041016,22.857422,39.800
27459922,0x8,0x8,8,256,15474,112,278,2568.925781,20.671875,22.533203,39.800
27460495,0x8,0x9,8,512,30943,222,552,2568.510742,20.487305,22.371094,39.800
27461631,0x8,0xA,8,1024,61882,442,1101,2568.344727,20.395020,22.310303,39.800
27463892,0x8,0xB,8,2048,65535,882,2199,1359.979248,20.348877,22.279905,39.750
27468400,0x8,0xC,8,4096,65535,1763,4394,679.989624,20.337341,22.259645,39.800
27477413,0x8,0xD,8,8192,65535,3523,8785,339.994812,20.320038,22.252045,39.850
27495428,0x8,0xE,8,16384,65535,7044,17568,169.997406,20.314270,22.249512,39.850
27496441,0x7,0x0,16,1,124,4,7,2635.000000,94.500000,72.625000,40.000
27496455,0x7,0x1,16,2,245,5,10,2603.125000,59.062500,51.875000,40.000
27496468,0x7,0x2,16,4,487,7,15,2587.187500,41.343750,38.906250,39.950
27496487,0x7,0x3,16,8,971,11,24,2579.218750,32.484375,31.125000,39.950
27496517,0x7,0x4,16,16,1938,17,40,2573.906250,25.101563,25.937500,39.950
27496565,0x7,0x5,16,32,3873,31,74,2571.914063,22.886719,23.992188,39.950
27496646,0x7,0x6,16,64,7741,59,143,2570.253906,21.779297,23.181641,39.950
27496795,0x7,0x7,16,128,15476,114,281,2569.257813,21.041016,22.776367,39.950
27497089,0x7,0x8,16,256,30949,224,555,2569.008789,20.671875,22.492676,39.950
27497661,0x7,0x9,16,512,61890,444,1104,2568.676758,20.487305,22.371094,39.950
27498797,0x7,0xA,16,1024,65535,885,2202,1359.979248,20.418089,22.310303,39.950
27501058,0x7,0xB,16,2048,65535,1766,4397,679.989624,20.371950,22.274841,39.950
27505568,0x7,0xC,16,4096,65535,3527,8787,339.994812,20.343109,22.257111,39.950
27514575,0x7,0xD,16,8192,65535,7052,17571,169.997406,20.337341,22.253311,40.000
27532582,0x7,0xE,16,16384,65535,14097,35130,84.998703,20.327248,22.245712,40.000
27533595,0x6,0x0,32,1,248,7,14,2635.000000,82.687500,72.625000,40.200
27533608,0x6,0x1,32,2,492,10,21,2613.750000,59.062500,54.468750,40.000
27533621,0x6,0x2,32,4,977,14,30,2595.156250,41.343750,38.906250,40.100
27533640,0x6,0x3,32,8,1948,21,47,2587.187500,31.007813,30.476563,40.050
27533671,0x6,0x4,32,16,3887,33,79,2581.210938,24.363281,25.613281,40.100
27533719,0x6,0x5,32,32,7769,62,149,2579.550781,22.886719,24.154297,40.050
27533801,0x6,0x6,32,64,15536,117,287,2579.218750,21.594727,23.262695,40.000
27533951,0x6,0x7,32,128,31065,228,564,2578.637695,21.041016,22.857422,40.050
27534244,0x6,0x8,32,256,62130,449,1114,2578.637695,20.718018,22.573730,40.000
27534817,0x6,0x9,32,512,65535,892,2217,1359.979248,20.579590,22.462282,40.100
27535953,0x6,0xA,32,1024,65535,1776,4422,679.989624,20.487305,22.401487,40.050
27538209,0x6,0xB,32,2048,65535,3546,8832,339.994812,20.452698,22.371094,40.050
27542716,0x6,0xC,32,4096,65535,7084,17650,169.997406,20.429626,22.353363,40.100
27551727,0x6,0xD,32,8192,65535,14158,35285,84.998703,20.415207,22.343864,40.100
27569732,0x6,0xE,32,16384,65535,28313,65535,42.499352,20.413044,20.749683,40.050
27570745,0x5,0x0,64,1,498,15,28,2645.625000,88.593750,72.625000,40.000
27570758,0x5,0x1,64,2,988,20,41,2624.375000,59.062500,53.171875,40.200
27570771,0x5,0x2,64,4,1962,28,59,2605.781250,41.343750,38.257813,40.150
27570790,0x5,0x3,64,8,3916,41,93,2600.468750,30.269531,30.152344,40.100
27570821,0x5,0x4,64,16,7802,67,158,2590.507813,24.732422,25.613281,40.100
27570868,0x5,0x5,64,32,15596,123,299,2589.179688,22.702148,24.235352,40.150
27570950,0x5,0x6,64,64,31180,235,578,2588.183594,21.687012,23.424805,40.100
27571100,0x5,0x7,64,128,62352,458,1132,2587.851563,21.133301,22.938477,40.150
27571392,0x5,0x8,64,256,65535,902,2241,1359.979248,20.810303,22.705446,40.150
27571963,0x5,0x9,64,512,65535,1792,4458,679.989624,20.671875,22.583864,40.200
27573100,0x5,0xA,64,1024,65535,3567,8887,339.994812,20.573822,22.510406,40.150
27575357,0x5,0xB,64,2048,65535,7125,17758,169.997406,20.547867,22.490143,40.200
27579867,0x5,0xC,64,4096,65535,14237,35490,84.998703,20.529121,22.473679,40.200
27588872,0x5,0xD,64,8192,65535,28462,65535,42.499352,20.520470,20.749683,40.200
27606875,0x5,0xE,64,16384,65535,56904,65535,21.249676,20.513260,10.374842,40.250
27607889,0x4,0x0,128,1,1000,29,56,2656.250000,85.640625,72.625000,40.200
27607902,0x4,0x1,128,2,1982,40,83,2632.343750,59.062500,53.820313,40.200
27607915,0x4,0x2,128,4,3937,55,119,2614.414063,40.605469,38.582031,40.150
27607934,0x4,0x3,128,8,7846,83,188,2605.117188,30.638672,30.476563,40.150
27607964,0x4,0x4,128,16,15660,133,318,2599.804688,24.547852,25.775391,40.200
