map2colour_performance.ino

begin()
4
12

map2RGB()
20	0.00	FF0000
68	10.00	FF0000
68	20.00	FF0000
64	30.00	FF0000
96	40.00	FF3F00
96	50.00	FF8F00
104	60.00	FFDF00
128	70.00	E8FD00
128	80.00	C3FB00
124	90.00	9DF800
124	100.00	78F600
128	110.00	52F400
132	120.00	2DF100
128	130.00	12F000
128	140.00	25F100
128	150.00	38F200
132	160.00	4BF300
124	170.00	5DF400
128	180.00	70F600
128	190.00	83F700
128	200.00	96F800
128	210.00	A8F900
132	220.00	BBFA00
128	230.00	CEFB00
132	240.00	E1FD00
128	250.00	F3FE00
108	260.00	FFFB00
104	270.00	FFF100
108	280.00	FFE700
108	290.00	FFDD00
104	300.00	FFD300
104	310.00	FFC900
108	320.00	FFBF00
104	330.00	FFB500
104	340.00	FFAB00
104	350.00	FFA100
104	360.00	FF9700
104	370.00	FF8D00
108	380.00	FF8300
108	390.00	FF7900
104	400.00	FF6F00
108	410.00	FF6500
108	420.00	FF5B00
112	430.00	FF5100
108	440.00	FF4700
108	450.00	FF3D00
108	460.00	FF3300
108	470.00	FF2900
112	480.00	FF1F00
108	490.00	FF1500
108	500.00	FF0B00
112	510.00	FF0100
92	520.00	FF0000
96	530.00	FF0000
88	540.00	FF0000
88	550.00	FF0000
88	560.00	FF0000
92	570.00	FF0000
88	580.00	FF0000
88	590.00	FF0000
88	600.00	FF0000
88	610.00	FF0000
88	620.00	FF0000
88	630.00	FF0000
84	640.00	FF0000
88	650.00	FF0000
88	660.00	FF0000
88	670.00	FF0000
88	680.00	FF0000
88	690.00	FF0000
88	700.00	FF0000
88	710.00	FF0000
88	720.00	FF0000
88	730.00	FF0000
88	740.00	FF0000
88	750.00	FF0000
92	760.00	FF0000
88	770.00	FF0000
88	780.00	FF0000
88	790.00	FF0000
92	800.00	FF0000
88	810.00	FF0000
88	820.00	FF0000
88	830.00	FF0000
88	840.00	FF0000
88	850.00	FF0000
88	860.00	FF0000
92	870.00	FF0000
88	880.00	FF0000
88	890.00	FF0000
88	900.00	FF0000
88	910.00	FF0000
88	920.00	FF0000
88	930.00	FF0000
88	940.00	FF0000
88	950.00	FF0000
88	960.00	FF0000
88	970.00	FF0000
92	980.00	FF0000
96	990.00	FF0000
88	1000.00	FF0000
92	1010.00	FF0000
92	1020.00	FF0000

map2_565()
20	0.00	F800
76	10.00	F800
68	20.00	F800
72	30.00	F800
96	40.00	F9E0
100	50.00	FC60
108	60.00	FEE0
128	70.00	EFE0
128	80.00	C7C0
128	90.00	9FC0
132	100.00	7FA0
132	110.00	57A0
132	120.00	2F80
136	130.00	1780
132	140.00	2780
132	150.00	3F80
128	160.00	4F80
128	170.00	5FA0
128	180.00	77A0
132	190.00	87A0
136	200.00	97C0
132	210.00	AFC0
132	220.00	BFC0
132	230.00	CFC0
140	240.00	E7E0
128	250.00	F7E0
112	260.00	FFC0
112	270.00	FF80
108	280.00	FF20
112	290.00	FEE0
108	300.00	FE80
116	310.00	FE40
108	320.00	FDE0
108	330.00	FDA0
108	340.00	FD40
108	350.00	FD00
108	360.00	FCA0
108	370.00	FC60
116	380.00	FC00
108	390.00	FBC0
108	400.00	FB60
108	410.00	FB20
108	420.00	FAC0
108	430.00	FA80
112	440.00	FA20
116	450.00	F9E0
108	460.00	F980
108	470.00	F940
112	480.00	F8E0
112	490.00	F8A0
112	500.00	F840
116	510.00	F800
96	520.00	F800
92	530.00	F800
92	540.00	F800
92	550.00	F800
92	560.00	F800
88	570.00	F800
92	580.00	F800
92	590.00	F800
92	600.00	F800
92	610.00	F800
92	620.00	F800
92	630.00	F800
92	640.00	F800
92	650.00	F800
96	660.00	F800
88	670.00	F800
92	680.00	F800
96	690.00	F800
88	700.00	F800
88	710.00	F800
92	720.00	F800
92	730.00	F800
92	740.00	F800
92	750.00	F800
92	760.00	F800
92	770.00	F800
92	780.00	F800
92	790.00	F800
92	800.00	F800
92	810.00	F800
92	820.00	F800
96	830.00	F800
92	840.00	F800
92	850.00	F800
92	860.00	F800
92	870.00	F800
92	880.00	F800
92	890.00	F800
92	900.00	F800
92	910.00	F800
92	920.00	F800
96	930.00	F800
92	940.00	F800
92	950.00	F800
92	960.00	F800
100	970.00	F800
92	980.00	F800
92	990.00	F800
100	1000.00	F800
92	1010.00	F800
92	1020.00	F800

done...
