map2colour_performance.ino

begin()
4
12

map2RGB()
28	0.00	FF0000
132	10.00	FF0000
132	20.00	FF0000
136	30.00	FF0000
148	40.00	FF3F00
140	50.00	FF8F00
144	60.00	FFDF00
164	70.00	E8FD00
160	80.00	C3FB00
156	90.00	9DF800
160	100.00	78F600
156	110.00	52F400
160	120.00	2DF100
168	130.00	12F000
164	140.00	25F100
164	150.00	38F200
168	160.00	4BF300
168	170.00	5DF400
164	180.00	70F600
160	190.00	83F700
164	200.00	96F800
164	210.00	A8F900
164	220.00	BBFA00
172	230.00	CEFB00
168	240.00	E1FD00
168	250.00	F3FE00
164	260.00	FFFB00
160	270.00	FFF100
160	280.00	FFE700
160	290.00	FFDD00
160	300.00	FFD300
168	310.00	FFC900
160	320.00	FFBF00
160	330.00	FFB500
156	340.00	FFAB00
160	350.00	FFA100
160	360.00	FF9700
156	370.00	FF8D00
164	380.00	FF8300
160	390.00	FF7900
160	400.00	FF6F00
160	410.00	FF6500
160	420.00	FF5B00
160	430.00	FF5100
156	440.00	FF4700
168	450.00	FF3D00
164	460.00	FF3300
160	470.00	FF2900
160	480.00	FF1F00
164	490.00	FF1500
164	500.00	FF0B00
168	510.00	FF0100
164	520.00	FF0000
164	530.00	FF0000
156	540.00	FF0000
156	550.00	FF0000
156	560.00	FF0000
156	570.00	FF0000
156	580.00	FF0000
160	590.00	FF0000
160	600.00	FF0000
160	610.00	FF0000
160	620.00	FF0000
156	630.00	FF0000
156	640.00	FF0000
160	650.00	FF0000
156	660.00	FF0000
160	670.00	FF0000
156	680.00	FF0000
156	690.00	FF0000
156	700.00	FF0000
156	710.00	FF0000
156	720.00	FF0000
156	730.00	FF0000
164	740.00	FF0000
156	750.00	FF0000
156	760.00	FF0000
160	770.00	FF0000
156	780.00	FF0000
156	790.00	FF0000
156	800.00	FF0000
160	810.00	FF0000
160	820.00	FF0000
156	830.00	FF0000
160	840.00	FF0000
156	850.00	FF0000
156	860.00	FF0000
160	870.00	FF0000
160	880.00	FF0000
156	890.00	FF0000
156	900.00	FF0000
156	910.00	FF0000
156	920.00	FF0000
156	930.00	FF0000
156	940.00	FF0000
164	950.00	FF0000
160	960.00	FF0000
160	970.00	FF0000
160	980.00	FF0000
160	990.00	FF0000
160	1000.00	FF0000
160	1010.00	FF0000
168	1020.00	FF0000

map2_565()
24	0.00	F800
136	10.00	F800
136	20.00	F800
140	30.00	F800
152	40.00	F9E0
148	50.00	FC60
148	60.00	FEE0
164	70.00	EFE0
160	80.00	C7C0
160	90.00	9FC0
160	100.00	7FA0
168	110.00	57A0
164	120.00	2F80
172	130.00	1780
168	140.00	2780
168	150.00	3F80
168	160.00	4F80
168	170.00	5FA0
168	180.00	77A0
168	190.00	87A0
164	200.00	97C0
168	210.00	AFC0
168	220.00	BFC0
168	230.00	CFC0
172	240.00	E7E0
172	250.00	F7E0
168	260.00	FFC0
168	270.00	FF80
172	280.00	FF20
164	290.00	FEE0
164	300.00	FE80
164	310.00	FE40
164	320.00	FDE0
164	330.00	FDA0
164	340.00	FD40
164	350.00	FD00
164	360.00	FCA0
168	370.00	FC60
164	380.00	FC00
164	390.00	FBC0
164	400.00	FB60
168	410.00	FB20
164	420.00	FAC0
164	430.00	FA80
164	440.00	FA20
172	450.00	F9E0
164	460.00	F980
164	470.00	F940
168	480.00	F8E0
168	490.00	F8A0
172	500.00	F840
172	510.00	F800
160	520.00	F800
160	530.00	F800
168	540.00	F800
160	550.00	F800
160	560.00	F800
160	570.00	F800
164	580.00	F800
164	590.00	F800
160	600.00	F800
160	610.00	F800
160	620.00	F800
160	630.00	F800
160	640.00	F800
160	650.00	F800
160	660.00	F800
160	670.00	F800
160	680.00	F800
160	690.00	F800
160	700.00	F800
168	710.00	F800
160	720.00	F800
160	730.00	F800
164	740.00	F800
168	750.00	F800
160	760.00	F800
164	770.00	F800
160	780.00	F800
160	790.00	F800
160	800.00	F800
164	810.00	F800
160	820.00	F800
164	830.00	F800
160	840.00	F800
160	850.00	F800
164	860.00	F800
160	870.00	F800
168	880.00	F800
160	890.00	F800
164	900.00	F800
164	910.00	F800
168	920.00	F800
164	930.00	F800
164	940.00	F800
164	950.00	F800
164	960.00	F800
164	970.00	F800
164	980.00	F800
164	990.00	F800
164	1000.00	F800
172	1010.00	F800
164	1020.00	F800

done...
