map2colour_performance.ino  - map2colour

MAP2COLOUR_LIB_VERSION: 0.2.2

begin()
76
92

map2RGB()
20	0.00	FF0000
76	10.00	FF0000
72	20.00	FF0000
76	30.00	FF0000
104	40.00	FF3F00
104	50.00	FF8F00
108	60.00	FFDF00
136	70.00	E8FD00
136	80.00	C3FB00
136	90.00	9DF800
136	100.00	78F600
136	110.00	52F400
144	120.00	2DF100
140	130.00	12F000
136	140.00	25F100
136	150.00	38F200
136	160.00	4BF300
136	170.00	5DF400
144	180.00	70F600
136	190.00	83F700
140	200.00	96F800
140	210.00	A8F900
136	220.00	BBFA00
140	230.00	CEFB00
148	240.00	E1FD00
140	250.00	F3FE00
120	260.00	FFFB00
116	270.00	FFF100
116	280.00	FFE700
116	290.00	FFDD00
124	300.00	FFD300
116	310.00	FFC900
116	320.00	FFBF00
120	330.00	FFB500
120	340.00	FFAB00
120	350.00	FFA100
116	360.00	FF9700
116	370.00	FF8D00
120	380.00	FF8300
116	390.00	FF7900
120	400.00	FF6F00
128	410.00	FF6500
120	420.00	FF5B00
116	430.00	FF5100
116	440.00	FF4700
120	450.00	FF3D00
120	460.00	FF3300
124	470.00	FF2900
120	480.00	FF1F00
120	490.00	FF1500
120	500.00	FF0B00
124	510.00	FF0100
100	520.00	FF0000
100	530.00	FF0000
100	540.00	FF0000
100	550.00	FF0000
100	560.00	FF0000
104	570.00	FF0000
100	580.00	FF0000
100	590.00	FF0000
100	600.00	FF0000
104	610.00	FF0000
100	620.00	FF0000
108	630.00	FF0000
100	640.00	FF0000
100	650.00	FF0000
104	660.00	FF0000
100	670.00	FF0000
108	680.00	FF0000
104	690.00	FF0000
100	700.00	FF0000
100	710.00	FF0000
104	720.00	FF0000
108	730.00	FF0000
100	740.00	FF0000
100	750.00	FF0000
100	760.00	FF0000
104	770.00	FF0000
108	780.00	FF0000
104	790.00	FF0000
100	800.00	FF0000
104	810.00	FF0000
100	820.00	FF0000
100	830.00	FF0000
100	840.00	FF0000
100	850.00	FF0000
100	860.00	FF0000
100	870.00	FF0000
104	880.00	FF0000
100	890.00	FF0000
104	900.00	FF0000
100	910.00	FF0000
104	920.00	FF0000
104	930.00	FF0000
100	940.00	FF0000
104	950.00	FF0000
100	960.00	FF0000
104	970.00	FF0000
104	980.00	FF0000
108	990.00	FF0000
104	1000.00	FF0000
104	1010.00	FF0000
104	1020.00	FF0000

TOTAL:	11504
AVG:	111.69

map2_565()
20	0.00	F800
76	10.00	F800
76	20.00	F800
80	30.00	F800
108	40.00	F9E0
104	50.00	FC60
108	60.00	FEE0
148	70.00	EFE0
136	80.00	C7C0
136	90.00	9FC0
148	100.00	7FA0
144	110.00	57A0
140	120.00	2F80
144	130.00	1780
148	140.00	2780
140	150.00	3F80
144	160.00	4F80
140	170.00	5FA0
148	180.00	77A0
140	190.00	87A0
144	200.00	97C0
140	210.00	AFC0
144	220.00	BFC0
144	230.00	CFC0
144	240.00	E7E0
144	250.00	F7E0
128	260.00	FFC0
124	270.00	FF80
120	280.00	FF20
120	290.00	FEE0
124	300.00	FE80
120	310.00	FE40
124	320.00	FDE0
128	330.00	FDA0
120	340.00	FD40
120	350.00	FD00
124	360.00	FCA0
128	370.00	FC60
124	380.00	FC00
120	390.00	FBC0
124	400.00	FB60
124	410.00	FB20
120	420.00	FAC0
124	430.00	FA80
128	440.00	FA20
124	450.00	F9E0
120	460.00	F980
124	470.00	F940
128	480.00	F8E0
124	490.00	F8A0
124	500.00	F840
128	510.00	F800
104	520.00	F800
104	530.00	F800
104	540.00	F800
112	550.00	F800
104	560.00	F800
104	570.00	F800
108	580.00	F800
104	590.00	F800
108	600.00	F800
104	610.00	F800
112	620.00	F800
104	630.00	F800
104	640.00	F800
108	650.00	F800
104	660.00	F800
104	670.00	F800
108	680.00	F800
112	690.00	F800
108	700.00	F800
104	710.00	F800
104	720.00	F800
104	730.00	F800
108	740.00	F800
104	750.00	F800
112	760.00	F800
104	770.00	F800
108	780.00	F800
104	790.00	F800
104	800.00	F800
108	810.00	F800
104	820.00	F800
108	830.00	F800
104	840.00	F800
104	850.00	F800
104	860.00	F800
108	870.00	F800
104	880.00	F800
104	890.00	F800
104	900.00	F800
108	910.00	F800
104	920.00	F800
108	930.00	F800
108	940.00	F800
104	950.00	F800
104	960.00	F800
108	970.00	F800
108	980.00	F800
104	990.00	F800
112	1000.00	F800
104	1010.00	F800
108	1020.00	F800

TOTAL:	11912
AVG:	115.65

done...
