IDE:    1.8.19
BOARD:  UNO R3

shiftInSlow_demo.ino
SHIFTINSLOW_LIB_VERSION: 0.1.6

0	204	25.5
10	264	33.0
20	348	43.5
30	424	53.0
40	504	63.0
50	584	73.0
60	668	83.5
70	748	93.5
80	828	103.5
90	908	113.5
100	992	124.0
110	1068	133.5
120	1152	144.0
130	1236	154.5
140	1312	164.0
150	1392	174.0
160	1468	183.5
170	1556	194.5
180	1636	204.5
190	1716	214.5
200	1788	223.5
210	1876	234.5
220	1956	244.5
230	2036	254.5
240	2116	264.5
250	2200	275.0
260	2276	284.5
270	2356	294.5
280	2444	305.5
290	2524	315.5
300	2600	325.0
310	2680	335.0
320	2764	345.5
330	2844	355.5
340	2920	365.0
350	3000	375.0
360	3080	385.0
370	3160	395.0
380	3248	406.0
390	3324	415.5
400	3404	425.5
410	3488	436.0
420	3568	446.0
430	3648	456.0
440	3728	466.0
450	3808	476.0
460	3884	485.5
470	3968	496.0
480	4048	506.0
490	4128	516.0
500	4208	526.0
510	4288	536.0
520	4376	547.0
530	4448	556.0
540	4528	566.0
550	4612	576.5
560	4688	586.0
570	4772	596.5
580	4856	607.0
590	4932	616.5
600	5016	627.0
610	5092	636.5
620	5176	647.0
630	5256	657.0
640	5332	666.5
650	5416	677.0
660	5496	687.0
670	5580	697.5
680	5660	707.5
690	5740	717.5
700	5820	727.5
710	5896	737.0
720	5980	747.5
730	6060	757.5
740	6140	767.5
750	6220	777.5
760	6308	788.5
770	6380	797.5
780	6464	808.0
790	6548	818.5
800	6628	828.5
810	6708	838.5
820	6784	848.0
830	6868	858.5
840	6940	867.5
850	7024	878.0
860	7108	888.5
870	7184	898.0
880	7264	908.0
890	7344	918.0
900	7428	928.5
910	7504	938.0
920	7588	948.5
930	7668	958.5
940	7752	969.0
950	7828	978.5
960	7908	988.5
970	7996	999.5
980	8072	1009.0
990	8152	1019.0
1000	8232	1029.0

done...
