lib version: 0.1.2

1.0000000	0.0174533	1.0000000
57.2957763	1.0000000	1.0000000
0.9000000	0.0157080	1.0000000
0.0562500	0.0009817	1.0000000
1.4062500	0.0245437	1.0000000
3.5999999	0.0628319	1.0000000          <<<<<<<<<<<
3.0000000	0.0523599	1.0000000
6.0000000	0.1047198	1.0000000
15.0000000	0.2617994	1.0000000
0.3600000	0.0062832	1.0000000
0.2500000	0.0043633	1.0000000
45.0000000	0.7853982	1.0000000
1.9999999	0.0349066	1.0000000          <<<<<<<<<<<
11.2500000	0.1963496	1.0000000
90.0000000	1.5707963	1.0000000
2.8125000	0.0490874	1.0000000
0.0041667	0.0000727	1.0000000
60.0000000	1.0471975	1.0000000
30.0000000	0.5235988	1.0000000
360.0000000	6.2831854	1.0000000

